SD,SE,ND,NE
,,,23.52941176
,,,16.66666667
,,,9.090909091
,,,60
,,,44.44444444
,,,7.042253521
,,,7.843137255
,,,9.677419355
,,,18.91891892
,,,8.108108108
,,,21.21212121
,,,33.33333333
,,,9.523809524
,,,28.57142857
,,,44.44444444
,,,3.846153846
,,,12.12121212
,,,15.38461538
,,,5.217391304
,,,62.5
,,,28.57142857
,,,10
,,,12.96296296
,,,7.692307692
,,,33.33333333
,,,16.66666667
,,,25
,,,25
,,,31.25
,,,5.063291139
,,,26.66666667
,,,10.29411765
,,,30.43478261
,,,50
,,,50
,,,9.722222222
,,,16
,,,4.132231405
,,,15
,,,28.57142857
,,,3.80952381
,,,5.128205128
,,,22.22222222
,,,2.836879433
,,,23.80952381
,,,8.045977011
,,,10.81081081
,,,4.166666667
,,,23.52941176
,,,33.33333333
,,,34.7826087
,,,44.44444444
,,,9.756097561
,,,33.33333333
,,,50
,,,66.66666667
,,,9.615384615
,,,13.7254902
,,,9.090909091
,,,13.33333333
,,,19.04761905
,,,20
,,,34.7826087
,,,8.333333333
,,,30
,,,7.462686567
,,,16
,,,35.48387097
,,,8
,,,20
,,,2.739726027
,,,9.459459459
,,,4.255319149
,,,14.70588235
,,,17.77777778
,,,57.14285714
,,,9.333333333
,,,9.523809524
,,,3.539823009
,,,10
,,,24.24242424
,,,5.555555556
,,,23.52941176
,,,10.90909091
,,,57.14285714
,,,14.51612903
,,,23.52941176
,,,75
,,,50
,,,13.95348837
,,,9.756097561
,,,6.666666667
,,,26.31578947
,,,21.05263158
,,,3.50877193
,,,26.66666667
,,,14.81481481
,,,3.676470588
,,,33.33333333
,,,14.81481481
,,,11.76470588
,,,5.714285714
,,,16.66666667
,,,18.75
,,,10.71428571
,,,66.66666667
,,,5.769230769
,,,38.0952381
,,,14.51612903
,,,22.72727273
,,,9.722222222
,,,20
,,,12.5
,,,4.761904762
,,,19.04761905
,,,8.450704225
,,,12
,,,35.71428571
,,,12.5
,,,17.5
,,,10.52631579
,,,1.895734597
,,,7.865168539
,,,25
,,,25
,,,27.77777778
,,,28
,,,16.12903226
,,,12.24489796
,,,4.255319149
,,,2
,,,19.23076923
,,,55.55555556
,,,35.71428571
,,,10.52631579
,,,17.64705882
,,,10.34482759
,,,2.816901408
,,,6.557377049
,,,50
,,,20
,,,10
,,,29.41176471
,,,45.45454545
,,,10.25641026
,,,13.88888889
,,,19.04761905
,,,11.53846154
,,,4.819277108
,,,40
,,,4.210526316
,,,70
,,,66.66666667
,,,36.36363636
,,,5.660377358
,,,25
,,,11.27819549
,,,17.14285714
,,,7.058823529
,,,57.14285714
,,,10
,,,21.42857143
,,,20.68965517
,,,26.19047619
,,,6.060606061
,,,35.29411765
,,,50
,,,17.24137931
,,,54.54545455
,,,14.81481481
,,,50
,,,10.76923077
,,,10.81081081
,,,36.36363636
,,,14.03508772
,,,5.633802817
,,,50
,,,5.555555556
,,,21.73913043
,,,12.12121212
,,,86.2745098
,,,36.36363636
,,,11.66666667
,,,16
,,,28.57142857
,,,27.27272727
,,,50
,,,8
,,,60
,,,23.52941176
,,,3.053435115
,,,6.779661017
,,,24.13793103
,,,28.57142857
,,,22.72727273
,,,4.464285714
,,,31.57894737
,,,10.20408163
,,,17.5
,,,12.90322581
,,,8.163265306
,,,21.05263158
,,,20.68965517
,,,17.5
,,,36.84210526
,,,11.11111111
,,,10.81081081
,,,7.246376812
,,,31.57894737
,,,20
,,,11.11111111
,,,44.44444444
,,,55.55555556
,,,33.33333333
,,,3.314917127
,,,45.83333333
,,,27.27272727
,,,12.82051282
,,,24
,,,2.105263158
,,,58.33333333
,,,45.45454545
,,,3.361344538
,,,17.64705882
,,,6.060606061
,,,20.83333333
,,,9.836065574
,,,5.405405405
,,,13.33333333
,,,19.23076923
,,,6.349206349
,,,47.05882353
,,,6.896551724
,,,16
,,,11.76470588
,,,17.85714286
,,,1.623376623
,,,7.547169811
,,,13.79310345
,,,57.14285714
,,,3.225806452
,,,30.43478261
,,,22.22222222
,,,5.263157895
,,,23.52941176
,,,30.76923077
,,,62.5
,,,50
,,,8.219178082
,,,50
,,,9.589041096
,,,8.771929825
,,,10.81081081
,,,66.66666667
,,,75
,,,30
,,,50
,,,40
,,,14.58333333
,,,11.11111111
,,,14.81481481
,,,22.22222222
,,,17.5
,,,8.695652174
,,,6.25
,,,57.14285714
,,,4.12371134
,,,12.82051282
,,,2.994011976
,,,8.955223881
,,,8.823529412
,,,4.494382022
,,,19.23076923
,,,62.5
,,,6.666666667
,,,6.349206349
,,,60
,,,8.196721311
,,,18.75
,,,9.523809524
,,,14.28571429
,,,41.66666667
,,,15.15151515
,,,14.28571429
,,,13.63636364
,,,4.504504505
,,,30.76923077
,,,14.28571429
,,,1.5625
,,,20
,,,28.57142857
,,,17.07317073
,,,40
,,,46.15384615
,,,40
,,,4.347826087
,,,60
,,,21.05263158
,,,1.242236025
,,,7.843137255
,,,13.33333333
,,,38.46153846
,,,23.52941176
,,,22.22222222
,,,12.72727273
,,,18.91891892
,,,13.46153846
,,,19.04761905
,,,12.76595745
,,,13.15789474
,,,8.641975309
,,,5.050505051
,,,12.5
,,,8.450704225
,,,21.15384615
,,,10.81081081
,,,26.92307692
,,,21.05263158
,,,19.04761905
,,,7.407407407
,,,37.5
,,,26.31578947
,,,25
,,,4.166666667
,,,14.81481481
,,,17.24137931
,,,10.34482759
,,,12.5
,,,17.07317073
,,,4.651162791
,,,30.76923077
,,,9.565217391
,,,8.695652174
,,,2.985074627
,,,8.771929825
,,,5.797101449
,,,8.43373494
,,,4.854368932
,,,66.66666667
,,,61.53846154
,,,4.761904762
,,,21.05263158
,,,8.536585366
,,,22.22222222
,,,10.52631579
,,,2.941176471
,,,26.08695652
,,,16
,,,57.14285714
,,,16
,,,14.63414634
,,,6.849315068
,,,10.34482759
,,,57.14285714
,,,5.063291139
,,,14.28571429
,,,5.405405405
,,,33.33333333
,,,76.92307692
,,,15.90909091
,,,16.66666667
,,,6.41025641
,,,31.25
,,,7.01754386
,,,20
,,,16.32653061
,,,13.20754717
,,,7.5
,,,17.64705882
,,,23.52941176
,,,15.625
,,,57.14285714
,,,6.779661017
,,,8.163265306
,,,19.44444444
,,,5.882352941
,,,8.163265306
,,,5.747126437
,,,2.339181287
,,,7.01754386
,,,6.849315068
,,,7.894736842
,,,18.18181818
,,,26.08695652
,,,3.225806452
,,,5.405405405
,,,13.04347826
,,,16.66666667
,,,16.12903226
,,,10.25641026
,,,19.04761905
,,,3.636363636
,,,46.66666667
,,,26.31578947
,,,50
,,,9.090909091
,,,17.39130435
,,,10.81081081
,,,42.10526316
,,,5.813953488
,,,25.92592593
,,,75
,,,15.38461538
,,,10.90909091
,,,14.81481481
,,,53.84615385
,,,28.57142857
,,,37.5
,,,28.57142857
,,,13.95348837
,,,23.52941176
,,,12.82051282
,,,4.597701149
,,,22.22222222
,,,26.08695652
,,,25.80645161
,,,33.33333333
,,,7.01754386
,,,23.80952381
,,,28.57142857
,,,3.787878788
,,,20
,,,6.060606061
,,,6.153846154
,,,66.66666667
,,,5.607476636
,,,57.14285714
,,,27.77777778
,,,10.25641026
,,,11.86440678
,,,8.695652174
,,,22.22222222
,,,31.25
,,,20.58823529
,,,19.04761905
,,,14.28571429
,,,12.6984127
,,,10.86956522
,,,58.33333333
,,,15.38461538
,,,19.23076923
,,,20.68965517
,,,11.76470588
,,,27.77777778
,,,8.641975309
,,,9.302325581
,,,57.14285714
,,,20
,,,36.36363636
,,,4.347826087
,,,17.39130435
,,,40
,,,8.695652174
,,,4.47761194
,,,28.57142857
,,,62.5
,,,13.1147541
,,,9.85915493
,,,36.84210526
,,,11.47540984
,,,26.31578947
,,,33.33333333
,,,22.22222222
,,,21.42857143
,,,31.25
,,,6.666666667
,,,80
,,,4
,,,7.792207792
,,,20
,,,22.72727273
,,,42.85714286
,,,55.55555556
,,,60
,,,8.888888889
,,,37.73584906
,,,21.05263158
,,,28.57142857
,,,33.33333333
,,,17.39130435
,,,8.163265306
,,,7.462686567
,,,15
,,,8.641975309
,,,22.72727273
,,,28.57142857
,,,14.81481481
,,,26.66666667
,,,9.090909091
,,,2.962962963
,,,41.66666667
,,,10.81081081
,,,10.52631579
,,,22.22222222
,,,50
,,,4.081632653
,,,16.66666667
,,,44.44444444
,,,27.77777778
,,,8.510638298
,,,7.462686567
,,,11.86440678
,,,50
,,,8.536585366
,,,24
,,,12.72727273
,,,3.636363636
,,,13.33333333
,,,18.42105263
,,,9.090909091
,,,12
,,,20
,,,44.44444444
,,,16.66666667
,,,9.756097561
,,,12.90322581
,,,25
,,,6.896551724
,,,30.76923077
,,,4.47761194
,,,1.556420233
,,,6.25
,,,21.05263158
,,,70.58823529
,,,25.80645161
,,,50
,,,5.208333333
,,,57.14285714
,,,26.66666667
,,,22.22222222
,,,21.875
,,,22.22222222
,,,9.375
,,,8.163265306
,,,36.36363636
,,,57.14285714
,,,40
,,,6.306306306
,,,44.44444444
,,,8.219178082
,,,7.01754386
,,,25
,,,8.064516129
,,,1.901140684
,,,17.64705882
,,,6.779661017
,,,6.896551724
,,,28.57142857
,,,14.70588235
,,,6.666666667
,,,31.57894737
,,,53.33333333
,,,14.89361702
,,,5.309734513
,,,13.33333333
,,,50
,,,15.90909091
,,,58.33333333
,,,14.28571429
,,,62.5
,,,21.05263158
,,,12.5
,,,12.90322581
,,,11.36363636
,,,3.149606299
,,,36.36363636
,,,3.571428571
,,,28.57142857
,,,36.36363636
,,,18.18181818
,,,5.681818182
,,,57.14285714
,,,11.11111111
,,,29.41176471
,,,5.714285714
,,,28.57142857
,,,17.85714286
,,,9.090909091
,,,57.14285714
,,,30
,,,3.496503497
,,,41.66666667
,,,6.024096386
,,,3.571428571
,,,11.42857143
,,,24
,,,17.64705882
,,,29.03225806
,,,9.375
,,,62.5
,,,9.523809524
,,,8
,,,25
,,,36.36363636
,,,33.33333333
,,,11.62790698
,,,11.29032258
,,,17.94871795
,,,26.66666667
,,,36.36363636
,,,33.33333333
,,,21.875
,,,23.33333333
,,,5.479452055
,,,10.44776119
,,,17.14285714
,,,25
,,,17.39130435
,,,13.88888889
,,,5.882352941
,,,26.66666667
,,,23.80952381
,,,71.42857143
,,,24
,,,13.95348837
,,,11.76470588
,,,32
,,,12
,,,8.450704225
,,,11.36363636
,,,8.163265306
,,,15.38461538
,,,60
,,,20
,,,3.053435115
,,,18.42105263
,,,9.333333333
,,,10
,,,8.219178082
,,,4.724409449
,,,4.301075269
,,,30.76923077
,,,6.349206349
,,,60
,,,9.756097561
,,,3.96039604
,,,20
,,,42.85714286
,,,26.31578947
,,,22.22222222
,,,36.36363636
,,,23.07692308
,,,33.33333333
,,,15.55555556
,,,1.809954751
,,,21.73913043
,,,50
,,,12.82051282
,,,21.05263158
,,,8.333333333
,,,19.04761905
,,,11.47540984
,,,66.66666667
,,,33.33333333
,,,14
,,,17.14285714
,,,9.302325581
,,,6.666666667
,,,7.142857143
,,,21.21212121
,,,4.444444444
,,,13.51351351
,,,12.24489796
,,,3.47826087
,,,10.11235955
,,,42.85714286
,,,3.418803419
,,,10.25641026
,,,15.15151515
,,,18.42105263
,,,21.21212121
,,,1.690140845
,,,12.72727273
,,,60
,,,15.06849315
,,,36.36363636
,,,19.44444444
,,,20.40816327
,,,6.896551724
,,,7.462686567
,,,22.22222222
,,,14.70588235
,,,3.846153846
,,,32
,,,16.66666667
,,,44.44444444
,,,14.28571429
,,,13.51351351
,,,10.25641026
,,,2.631578947
,,,10.25641026
,,,10.52631579
,,,58.33333333
,,,12.5
,,,7.142857143
,,,21.42857143
,,,13.33333333
,,,27.77777778
,,,44.44444444
,,,30
,,,9.090909091
,,,7.894736842
,,,19.23076923
,,,29.16666667
,,,14.28571429
,,,31.57894737
,,,2.325581395
,,,23.80952381
,,,33.33333333
,,,9.523809524
,,,13.15789474
,,,60
,,,12
,,,5.333333333
,,,23.33333333
,,,16.12903226
,,,7.547169811
,,,8.771929825
,,,31.25
,,,19.04761905
,,,23.52941176
,,,29.41176471
,,,50
,,,11.53846154
,,,6.451612903
,,,16.66666667
,,,27.77777778
,,,57.14285714
,,,1.673640167
,,,22.22222222
,,,76.92307692
,,,8.333333333
,,,13.7254902
,,,8.43373494
,,,6.153846154
,,,29.41176471
,,,13.51351351
,,,38.46153846
,,,20
,,,5.384615385
,,,9.433962264
,,,26.66666667
,,,50
,,,20
,,,3.603603604
,,,4.511278195
,,,4.938271605
,,,7.142857143
,,,5
,,,35
,,,70.58823529
,,,8.695652174
,,,44.44444444
,,,13.04347826
,,,47.05882353
,,,25
,,,2.941176471
,,,13.79310345
,,,13.63636364
,,,19.04761905
,,,9.433962264
,,,7.547169811
,,,31.70731707
,,,31.25
,,,14.28571429
,,,22.22222222
,,,23.52941176
,,,18.18181818
,,,4.166666667
,,,12.76595745
,,,24
,,,10.90909091
,,,10.81081081
,,,8.510638298
,,,33.33333333
,,,18.18181818
,,,29.41176471
,,,25
,,,12.19512195
,,,21.42857143
,,,20
,,,12.19512195
,,,8.928571429
,,,5.970149254
,,,17.77777778
,,,11.29032258
,,,26.66666667
,,,50
,,,5.797101449
,,,36.36363636
,,,9.756097561
,,,6
,,,7.446808511
,,,5.882352941
,,,21.73913043
,,,20.83333333
,,,7.407407407
,,,3.03030303
,,,25
,,,5.263157895
,,,3.496503497
,,,15.38461538
,,,13.04347826
,,,13.79310345
,,,25
,,,7.142857143
,,,9.756097561
,,,27.77777778
,,,31.57894737
,,,11.11111111
,,,33.33333333
,,,25
,,,46.66666667
,,,7.8125
,,,16
,,,4.938271605
,,,8.888888889
,,,7.407407407
,,,59.25925926
,,,7.954545455
,,,12.5
,,,7.01754386
,,,12.5
,,,8.219178082
,,,5.333333333
,,,30
,,,14.28571429
,,,23.52941176
,,,12.5
,,,11.42857143
,,,63.63636364
,,,4.301075269
,,,19.23076923
,,,6.896551724
,,,36.36363636
,,,9.375
,,,2.285714286
,,,20.83333333
,,,27.27272727
,,,7.272727273
,,,9.756097561
,,,33.33333333
,,,11.76470588
,,,12.06896552
,,,50
,,,26.31578947
,,,21.62162162
,,,44.44444444
,,,61.53846154
,,,31.25
,,,20
,,,27.27272727
,,,14.28571429
,,,9.615384615
,,,57.14285714
,,,6.557377049
,,,57.14285714
,,,50
,,,3.225806452
,,,62.5
,,,3.100775194
,,,57.14285714
,,,6.451612903
,,,10
,,,8.108108108
,,,33.33333333
,,,10.81081081
,,,18.18181818
,,,3.125
,,,12.5
,,,8.695652174
,,,2.409638554
,,,3.184713376
,,,4.081632653
,,,4.347826087
,,,4.87804878
,,,17.39130435
,,,5.769230769
,,,7.462686567
,,,6.140350877
,,,11.76470588
,,,4.761904762
,,,50
,,,14
,,,25
,,,13.04347826
,,,6.896551724
,,,30.76923077
,,,6.593406593
,,,12
,,,10.52631579
,,,8.474576271
,,,12.5
,,,36.36363636
,,,6.153846154
,,,10.25641026
,,,13.33333333
,,,53.33333333
,,,55.55555556
,,,30.76923077
,,,13.33333333
,,,5.479452055
,,,10.25641026
,,,11.76470588
,,,3.846153846
,,,66.66666667
,,,36.84210526
,,,11.11111111
,,,33.33333333
,,,14.28571429
,,,6.557377049
,,,8
,,,12.12121212
,,,23.52941176
,,,22.22222222
,,,46.66666667
,,,26.66666667
,,,2.631578947
,,,5.633802817
,,,28.57142857
,,,25
,,,22.72727273
,,,35.29411765
,,,8.771929825
,,,11.11111111
,,,14.63414634
,,,5.063291139
,,,4.385964912
,,,15
,,,3.47826087
,,,10.25641026
,,,14.28571429
,,,62.5
,,,16.66666667
,,,8.641975309
,,,66.66666667
,,,46.15384615
,,,11.36363636
,,,16.66666667
,,,31.25
,,,8
,,,15.38461538
,,,10.41666667
,,,14.28571429
,,,22.85714286
,,,11.9047619
,,,47.36842105
,,,27.77777778
,,,17.07317073
,,,15.2173913
,,,15.38461538
,,,16.21621622
,,,10.63829787
,,,58.33333333
,,,62.5
,,,5.970149254
,,,7.547169811
,,,3.597122302
,,,8.163265306
,,,18.18181818
,,,3.738317757
,,,10.9375
,,,9.523809524
,,,10.81081081
,,,14.28571429
,,,19.04761905
,,,2.8
,,,26.66666667
,,,5.633802817
,,,15.38461538
,,,5.46875
,,,15.38461538
,,,14.28571429
,,,3.305785124
,,,25
,,,11.76470588
,,,8.641975309
,,,8.974358974
,,,15.09433962
,,,6.451612903
,,,26.66666667
,,,40
,,,13.88888889
,,,6.666666667
,,,10.81081081
,,,12.90322581
,,,5.882352941
,,,36.36363636
,,,20
,,,3.96039604
,,,41.66666667
,,,12.24489796
,,,69.23076923
,,,50
,,,10.20408163
,,,8.955223881
,,,68.42105263
,,,14.81481481
,,,10.52631579
,,,19.35483871
,,,20.83333333
,,,9.756097561
,,,11.11111111
,,,13.79310345
,,,42.85714286
,,,8.139534884
,,,9.756097561
,,,5.333333333
,,,28.57142857
,,,21.05263158
,,,13.79310345
,,,63.63636364
,,,27.27272727
,,,16.66666667
,,,22.22222222
,,,25
,,,7.368421053
,,,5.555555556
,,,5.063291139
,,,33.33333333
,,,10.52631579
,,,5.952380952
,,,44.44444444
,,,8.333333333
,,,9.302325581
,,,19.04761905
,,,7.843137255
,,,10.41666667
,,,29.41176471
,,,27.77777778
,,,55.55555556
,,,18.60465116
,,,21.05263158
,,,32.14285714
,,,39.13043478
,,,20
,,,6.060606061
,,,4.587155963
,,,19.04761905
,,,4.069767442
,,,50
,,,7.792207792
,,,2.06185567
,,,40
,,,7.843137255
,,,50
,,,9.090909091
,,,16.27906977
,,,6.557377049
,,,12.90322581
,,,22.72727273
,,,15.38461538
,,,23.80952381
,,,9.677419355
,,,11.9047619
,,,7.777777778
,,,6.741573034
,,,16.12903226
,,,11.76470588
,,,8.163265306
,,,11.11111111
,,,8.045977011
,,,57.14285714
,,,20
,,,18.91891892
,,,17.64705882
,,,11.26760563
,,,10.81081081
,,,4.132231405
,,,57.14285714
,,,26.31578947
,,,46.15384615
,,,31.57894737
,,,8.888888889
,,,2.395209581
,,,24.32432432
,,,26.08695652
,,,10
,,,50
,,,19.04761905
,,,26.66666667
,,,13.88888889
,,,57.14285714
,,,17.5
,,,10.52631579
,,,10.81081081
,,,1.384083045
,,,23.07692308
,,,7.792207792
,,,9.523809524
,,,26.66666667
,,,7.594936709
,,,30.76923077
,,,23.07692308
,,,31.57894737
,,,8.333333333
,,,8.695652174
,,,7.692307692
,,,25
,,,16.66666667
,,,7.246376812
,,,15
,,,31.42857143
,,,3.669724771
,,,7.843137255
,,,23.52941176
,,,53.33333333
,,,55.55555556
,,,23.52941176
,,,13.33333333
,,,57.14285714
,,,50
,,,25
,,,8
,,,42.85714286
,,,26.66666667
,,,35
,,,12.82051282
,,,13.33333333
,,,40
,,,11.42857143
,,,23.25581395
,,,44.64285714
,,,33.33333333
,,,44.44444444
,,,4
,,,12.5
,,,40
,,,9.230769231
,,,19.04761905
,,,3.053435115
,,,10.25641026
,,,27.27272727
,,,53.84615385
,,,9.615384615
,,,16.12903226
,,,15.38461538
,,,17.24137931
,,,17.64705882
,,,36.36363636
,,,40
,,,21.05263158
,,,4.597701149
,,,20.83333333
,,,38.46153846
,,,6.896551724
,,,27.27272727
,,,19.04761905
,,,18.42105263
,,,23.52941176
,,,5.970149254
,,,53.33333333
,,,26.92307692
,,,9.649122807
,,,55.55555556
,,,54.54545455
,,,42.85714286
,,,6.153846154
,,,11.11111111
,,,55.55555556
,,,35.71428571
,,,23.52941176
,,,9.302325581
,,,76.47058824
,,,7.692307692
,,,3.305785124
,,,55.55555556
,,,17.39130435
,,,36.36363636
,,,5
,,,50
,,,7.843137255
,,,5.050505051
,,,26.08695652
,,,17.24137931
,,,14.28571429
,,,33.33333333
,,,46.66666667
,,,33.33333333
,,,21.05263158
,,,24
,,,42.85714286
,,,28.57142857
,,,17.39130435
,,,15.15151515
,,,10
,,,20
,,,13.15789474
,,,60
,,,26.82926829
,,,23.07692308
,,,20.83333333
,,,1.968503937
,,,30.76923077
,,,6.451612903
,,,13.33333333
,,,3.067484663
,,,15
,,,36.36363636
,,,9.090909091
,,,45.45454545
,,,7.407407407
,,,15.38461538
,,,58.33333333
,,,8.695652174
,,,44.44444444
,,,16.66666667
,,,15.38461538
,,,33.33333333
,,,11.36363636
,,,50
,,,21.73913043
,,,12.90322581
,,,25
,,,50
,,,36.84210526
,,,10
,,,23.52941176
,,,11.9205298
,,,31.81818182
,,,29.16666667
,,,6.944444444
,,,16.12903226
,,,18.18181818
,,,26.66666667
,,,4.132231405
,,,5.633802817
,,,8.510638298
,,,50
,,,6.756756757
,,,46.66666667
,,,4.395604396
,,,42.85714286
,,,9.090909091
,,,20
,,,7.142857143
,,,57.14285714
,,,31.25
,,,22.58064516
,,,11.47540984
,,,41.17647059
,,,46.66666667
,,,14.28571429
,,,22.22222222
,,,25
,,,6.25
,,,14.28571429
,,,22.22222222
,,,14.28571429
,,,18.75
,,,38.88888889
,,,1.913875598
,,,28.125
,,,40
,,,25
,,,16.66666667
,,,16.32653061
,,,4
,,,18.60465116
,,,2.797202797
,,,7.52688172
,,,7.272727273
,,,3.448275862
,,,50
,,,23.52941176
,,,34.7826087
,,,26.66666667
,,,5.797101449
,,,62.5
,,,17.39130435
,,,33.33333333
,,,4.255319149
,,,2.790697674
,,,33.33333333
,,,4.081632653
,,,57.14285714
,,,13.79310345
,,,22.72727273
,,,12.5
,,,6.41025641
,,,66.66666667
,,,12.12121212
,,,27.27272727
,,,33.33333333
,,,3.521126761
,,,5.479452055
,,,30.76923077
,,,10.34482759
,,,4.819277108
,,,5.263157895
,,,25
,,,23.07692308
,,,14.28571429
,,,50
,,,21.73913043
,,,23.80952381
,,,28.57142857
,,,4.705882353
,,,10.25641026
,,,15.78947368
,,,50
,,,7.792207792
,,,16.66666667
,,,23.52941176
,,,13.33333333
,,,4.938271605
,,,30
,,,10
,,,10.86956522
,,,14.63414634
,,,8.695652174
,,,63.63636364
,,,2.614379085
,,,23.07692308
,,,9.090909091
,,,10.20408163
,,,45.45454545
,,,33.33333333
,,,21.05263158
,,,15.38461538
,,,60
,,,30.76923077
,,,14.81481481
,,,26.31578947
,,,30
,,,20
,,,19.71830986
,,,11.66666667
,,,4.705882353
,,,34.61538462
,,,20.51282051
,,,25
,,,19.64285714
,,,11.5942029
,,,18.18181818
,,,6.25
,,,27.77777778
,,,34.7826087
,,,54.54545455
,,,33.33333333
,,,23.33333333
,,,27.77777778
,,,21.05263158
,,,10
,,,40
,,,13.7254902
,,,16.66666667
,,,7.692307692
,,,28.57142857
,,,4.545454545
,,,7.407407407
,,,11.11111111
,,,3.603603604
,,,3.636363636
,,,2.339181287
,,,13.04347826
,,,23.68421053
,,,7.01754386
,,,26.31578947
,,,63.63636364
,,,16.66666667
,,,31.57894737
,,,16.66666667
,,,28.57142857
,,,23.52941176
,,,3.921568627
,,,16.36363636
,,,46.66666667
,,,6.140350877
,,,7.547169811
,,,13.88888889
,,,6.25
,,,13.79310345
,,,10.25641026
,,,7.01754386
,,,20.68965517
,,,31.57894737
,,,4.444444444
,,,50
,,,4.938271605
,,,5.797101449
,,,60
,,,10.90909091
,,,5.633802817
,,,30.76923077
,,,9.433962264
,,,22.72727273
,,,14.28571429
,,,21.875
,,,21.21212121
,,,30
,,,29.16666667
,,,10
,,,53.33333333
,,,35.29411765
,,,44.44444444
,,,22.22222222
,,,16.66666667
,,,10.90909091
,,,12.76595745
,,,37.5
,,,19.35483871
,,,14.81481481
,,,10.29411765
,,,4
,,,57.14285714
,,,10.38961039
,,,45.45454545
,,,62.5
,,,34.61538462
,,,31.57894737
,,,30
,,,9.090909091
,,,22.22222222
,,,10.29411765
,,,4.347826087
,,,6.493506494
,,,15.78947368
,,,40
,,,55.55555556
,,,6.12244898
,,,28.57142857
,,,50
,,,24
,,,16.27906977
,,,62.5
,,,11.42857143
,,,10
,,,24.13793103
,,,19.23076923
,,,13.04347826
,,,40
,,,14.28571429
,,,23.52941176
,,,13.46153846
,,,5
,,,28.57142857
,,,12
,,,8.888888889
,,,25.80645161
,,,72.72727273
,,,34.28571429
,,,17.39130435
,,,2.5
,,,4.424778761
,,,3.2
,,,10.16949153
,,,18.18181818
,,,14.28571429
,,,28.57142857
,,,24
,,,36.36363636
,,,6.779661017
,,,21.42857143
,,,4.494382022
,,,21.05263158
,,,11.76470588
,,,4.464285714
,,,33.33333333
,,,8
,,,12.90322581
,,,10
,,,29.41176471
,,,14.28571429
,,,4.166666667
,,,9.615384615
,,,41.17647059
,,,11.42857143
,,,7.142857143
,,,42.85714286
,,,6.779661017
,,,5.982905983
,,,27.27272727
,,,26.31578947
,,,41.66666667
,,,30.76923077
,,,5.952380952
,,,37.5
,,,27.27272727
,,,12.24489796
,,,12.76595745
,,,45.45454545
,,,2.074688797
,,,62.5
,,,6.849315068
,,,16.66666667
,,,21.21212121
,,,11.11111111
,,,20
,,,6.944444444
,,,62.5
,,,53.84615385
,,,15.2173913
,,,33.33333333
,,,5.555555556
,,,16.21621622
,,,15
,,,2.721088435
,,,25
,,,30
,,,68.42105263
,,,13.33333333
,,,18.51851852
,,,50
,,,20.68965517
,,,21.05263158
,,,3.355704698
,,,7.575757576
,,,17.39130435
,,,9.195402299
,,,62.96296296
,,,13.88888889
,,,31.57894737
,,,25
,,,12.30769231
,,,50
,,,5.263157895
,,,7.547169811
,,,28.125
,,,15.38461538
,,,16.66666667
,,,23.52941176
,,,6.25
,,,25
,,,5.747126437
,,,4.964539007
,,,13.33333333
,,,50
,,,10.90909091
,,,22.22222222
,,,18.18181818
,,,38.46153846
,,,7.547169811
,,,27.77777778
,,,19.35483871
,,,25
,,,75
,,,50
,,,4.95049505
,,,17.39130435
,,,6.060606061
,,,33.33333333
,,,13.20754717
,,,29.41176471
,,,2.857142857
,,,10.52631579
,,,20
,,,16
,,,6.896551724
,,,25
,,,33.33333333
,,,35.71428571
,,,5.681818182
,,,36.36363636
,,,44.44444444
,,,5.633802817
,,,25
,,,57.14285714
,,,16.66666667
,,,15.38461538
,,,4.395604396
,,,50
,,,17.85714286
,,,62.5
,,,22.22222222
,,,8.510638298
,,,18.75
,,,2.312138728
,,,7.843137255
,,,14.63414634
,,,15.15151515
,,,57.14285714
,,,19.35483871
,,,4.166666667
,,,4.705882353
,,,22.22222222
,,,5.714285714
,,,16.66666667
,,,27.27272727
,,,14.70588235
,,,18.60465116
,,,4.444444444
,,,15.38461538
,,,9.756097561
,,,5.882352941
,,,8.219178082
,,,13.63636364
,,,31.81818182
,,,8.928571429
,,,30.76923077
,,,16.12903226
,,,36.36363636
,,,22.72727273
,,,9.836065574
,,,13.79310345
,,,13.63636364
,,,41.66666667
,,,13.88888889
,,,24
,,,11.66666667
,,,34.48275862
,,,9.259259259
,,,33.33333333
,,,21.73913043
,,,13.88888889
,,,25
,,,14.28571429
,,,2.89017341
,,,6.779661017
,,,15.78947368
,,,35.29411765
,,,25
,,,10.52631579
,,,7.547169811
,,,8.888888889
,,,25
,,,21.05263158
,,,62.5
,,,15.68627451
,,,10.25641026
,,,55.55555556
,,,6.153846154
,,,13.95348837
,,,1.398601399
,,,28.57142857
,,,8.695652174
,,,50
,,,37.5
,,,40.90909091
,,,26.66666667
,,,9.259259259
,,,33.33333333
,,,33.33333333
,,,9.756097561
,,,43.75
,,,10.63829787
,,,17.39130435
,,,57.14285714
,,,33.33333333
,,,26.08695652
,,,17.85714286
,,,7.843137255
,,,44.44444444
,,,42.10526316
,,,29.16666667
,,,24.3902439
,,,3.669724771
,,,16.66666667
,,,26.66666667
,,,70
,,,6.25
,,,16
,,,11.53846154
,,,66.66666667
,,,23.52941176
,,,26.66666667
,,,38.46153846
,,,31.25
,,,21.21212121
,,,8.510638298
,,,26.66666667
,,,50
,,,41.17647059
,,,40
,,,20.83333333
,,,9.523809524
,,,7.547169811
