fragment, used, inprojects, sloc, usedsloc, percent,
12548795_0.java,981,806,12,5,0.416666667,
9619140_0.java,981,806,13,5,0.384615385,
14582413_0.java,981,806,10,5,0.5,
18506252_0.java,981,806,10,5,0.5,
25237503_0.java,981,806,10,5,0.5,
5931720_0.java,981,806,22,5,0.227272727,
10006860_0.java,980,643,44,5,0.113636364,
12487733_0.java,980,94,164,7,0.042682927,
7291885_0.java,979,959,71,4,0.056338028,
9556452_0.java,977,957,77,4,0.051948052,
8185415_0.java,976,958,74,4,0.054054054,
24978159_0.java,976,960,120,4,0.033333333,
24268427_0.java,976,126,128,4,0.03125,
6610064_0.java,974,960,94,4,0.042553191,
19847185_0.java,973,806,12,5,0.416666667,
23574501_2.java,970,55,55,4,0.072727273,
14678873_0.java,970,956,64,4,0.0625,
25645307_0.java,969,955,53,4,0.075471698,
18156051_0.java,969,455,73,5,0.068493151,
24356863_0.java,969,955,62,4,0.064516129,
3444415_0.java,969,765,18,4,0.222222222,
3753415_0.java,967,517,38,6,0.157894737,
12940931_1.java,966,348,22,4,0.181818182,
10264549_0.java,966,954,70,4,0.057142857,
19464292_0.java,965,517,50,4,0.08,
21419381_0.java,965,953,86,4,0.046511628,
22901874_1.java,965,952,23,5,0.217391304,
23259498_0.java,964,952,73,4,0.054794521,
15525235_0.java,964,952,65,4,0.061538462,
5285670_1.java,963,950,13,4,0.307692308,
25654493_0.java,963,80,5,4,0.8,
2437731_0.java,963,951,14,5,0.357142857,
17747788_2.java,963,951,81,4,0.049382716,
22338393_1.java,963,80,9,4,0.444444444,
15055014_0.java,963,80,15,4,0.266666667,
22736740_0.java,962,950,8,4,0.5,
13151948_0.java,962,950,80,4,0.05,
13242673_0.java,962,345,22,4,0.181818182,
7258810_0.java,962,950,49,4,0.081632653,
21943913_0.java,962,950,37,4,0.108108108,
4749049_2.java,962,950,25,4,0.16,
9084242_0.java,962,950,45,4,0.088888889,
17473474_0.java,962,950,17,4,0.235294118,
20593873_2.java,962,950,67,4,0.059701493,
16493132_0.java,962,950,32,4,0.125,
15297304_1.java,962,950,6,4,0.666666667,
8929203_0.java,962,950,40,4,0.1,
20383247_0.java,962,950,36,4,0.111111111,
21010860_0.java,962,950,47,4,0.085106383,
5576417_0.java,962,950,26,4,0.153846154,
18686183_0.java,962,950,36,4,0.111111111,
6514889_0.java,962,950,65,4,0.061538462,
4322172_0.java,962,950,54,4,0.074074074,
12863654_1.java,962,950,43,4,0.093023256,
21421254_1.java,961,529,78,4,0.051282051,
13529213_0.java,961,322,66,6,0.090909091,
13524649_0.java,961,322,63,6,0.095238095,
24035247_0.java,960,302,32,4,0.125,
19747591_0.java,957,66,15,6,0.4,
16142564_0.java,956,450,55,5,0.090909091,
16280701_0.java,955,351,99,4,0.04040404,
14351685_1.java,952,824,13,4,0.307692308,
21525188_1.java,951,488,41,5,0.12195122,
16061087_0.java,951,634,15,5,0.333333333,
18350351_1.java,950,497,52,5,0.096153846,
14149220_0.java,949,458,10,4,0.4,
808367_0.java,948,754,39,4,0.102564103,
18823084_0.java,946,882,17,6,0.352941176,
21932227_0.java,946,791,300,4,0.013333333,
19107902_0.java,945,834,46,5,0.108695652,
1516601_0.java,944,315,47,5,0.106382979,
5648778_1.java,943,418,46,6,0.130434783,
18245676_0.java,943,749,32,4,0.125,
22023166_0.java,943,493,13,6,0.461538462,
20194112_0.java,943,592,13,4,0.307692308,
11794116_0.java,943,871,19,6,0.315789474,
9684751_0.java,940,248,40,5,0.125,
20095656_0.java,937,448,18,5,0.277777778,
23669731_0.java,936,826,40,4,0.1,
13414260_0.java,936,462,49,5,0.102040816,
14070147_0.java,935,695,125,6,0.048,
18670004_1.java,935,316,80,4,0.05,
17288185_0.java,934,815,97,4,0.041237113,
7586849_0.java,934,548,86,4,0.046511628,
11320699_0.java,933,821,25,4,0.16,
15141427_0.java,932,710,73,4,0.054794521,
20862393_0.java,932,285,41,4,0.097560976,
11241218_0.java,928,509,63,4,0.063492063,
12766640_1.java,927,411,23,6,0.260869565,
22057390_0.java,926,758,10,5,0.5,
1818736_0.java,926,359,19,5,0.263157895,
23909531_0.java,924,739,20,4,0.2,
24135173_0.java,922,760,80,5,0.0625,
10468315_0.java,922,313,45,4,0.088888889,
18639389_0.java,921,758,10,5,0.5,
23806732_0.java,921,794,226,5,0.022123894,
18639389_1.java,921,758,10,5,0.5,
10803443_0.java,919,528,30,6,0.2,
12604600_0.java,919,310,115,4,0.034782609,
18652782_0.java,918,606,67,5,0.074626866,
4596713_0.java,914,544,74,4,0.054054054,
13810901_0.java,914,765,31,4,0.129032258,
12743283_1.java,910,836,31,6,0.193548387,
25150803_1.java,908,438,50,5,0.1,
4893249_1.java,906,797,181,4,0.022099448,
22187198_0.java,906,154,20,6,0.3,
16994754_1.java,905,439,27,4,0.148148148,
19173374_0.java,905,424,48,5,0.104166667,
25562984_0.java,904,746,39,4,0.102564103,
9410105_0.java,903,641,25,5,0.2,
12948812_0.java,902,487,89,5,0.056179775,
13563209_0.java,902,487,89,5,0.056179775,
20710541_1.java,901,755,19,4,0.210526316,
11719799_1.java,901,630,24,5,0.208333333,
5127194_0.java,900,788,24,4,0.166666667,
20892587_1.java,900,632,14,5,0.357142857,
16786120_1.java,900,427,43,6,0.139534884,
5648778_0.java,900,385,33,6,0.181818182,
19801016_0.java,899,632,9,5,0.555555556,
15158169_0.java,898,856,33,4,0.121212121,
15756352_0.java,898,420,228,5,0.021929825,
3384825_3.java,898,371,22,5,0.227272727,
3171688_1.java,897,638,34,4,0.117647059,
18572183_0.java,897,823,9,5,0.555555556,
17437781_0.java,897,165,25,4,0.16,
6390885_0.java,897,165,23,4,0.173913043,
11980059_0.java,896,423,69,5,0.072463768,
3785237_0.java,896,562,41,5,0.12195122,
14753797_0.java,896,433,48,5,0.104166667,
6088690_0.java,895,444,82,5,0.06097561,
22614772_0.java,895,421,18,5,0.277777778,
10082128_2.java,893,540,114,4,0.035087719,
16720151_0.java,892,698,27,5,0.185185185,
9036224_0.java,891,570,130,5,0.038461538,
708422_0.java,889,593,17,5,0.294117647,
25071806_1.java,889,594,51,5,0.098039216,
20114039_0.java,888,63,21,5,0.238095238,
21849373_1.java,887,119,81,6,0.074074074,
8908572_0.java,887,40,25,4,0.16,
14516477_3.java,886,498,24,6,0.25,
6369692_1.java,885,734,17,4,0.235294118,
12945878_0.java,883,490,16,5,0.3125,
25047702_1.java,882,301,25,7,0.28,
5052251_0.java,881,737,30,4,0.133333333,
24549764_1.java,880,165,67,4,0.059701493,
11873960_1.java,880,49,17,4,0.235294118,
12804125_0.java,878,593,20,5,0.25,
8863970_1.java,875,420,49,6,0.12244898,
22593918_0.java,875,733,24,4,0.166666667,
706109_0.java,875,733,33,4,0.121212121,
14383966_0.java,874,522,52,4,0.076923077,
14819070_0.java,874,813,12,5,0.416666667,
15777687_0.java,873,769,202,6,0.02970297,
20189901_1.java,873,310,20,5,0.25,
6390885_1.java,871,101,23,4,0.173913043,
20724319_0.java,869,583,19,5,0.263157895,
3054272_1.java,868,813,15,5,0.333333333,
1014980_0.java,868,447,69,4,0.057971014,
11143705_1.java,867,58,21,4,0.19047619,
10759846_0.java,867,583,34,5,0.147058824,
7080234_3.java,866,434,24,5,0.208333333,
1157590_1.java,865,209,38,6,0.157894737,
24992942_0.java,865,99,10,4,0.4,
2888630_0.java,865,145,64,4,0.0625,
7848014_1.java,864,826,22,6,0.272727273,
4199439_0.java,864,55,37,4,0.108108108,
15850476_0.java,863,285,46,5,0.108695652,
12487880_0.java,862,279,100,7,0.07,
17562070_2.java,862,53,22,4,0.181818182,
24364747_0.java,861,55,85,4,0.047058824,
21686956_1.java,861,421,20,5,0.25,
23344377_0.java,858,53,23,4,0.173913043,
2215872_1.java,858,53,30,4,0.133333333,
17471199_0.java,858,53,23,4,0.173913043,
12792302_1.java,856,248,16,6,0.375,
8814320_0.java,856,470,16,5,0.3125,
3971017_0.java,855,328,56,4,0.071428571,
2858514_1.java,853,582,22,5,0.227272727,
19618987_2.java,853,814,16,5,0.3125,
6827892_0.java,853,786,68,4,0.058823529,
2657208_0.java,853,582,17,5,0.294117647,
13001627_0.java,851,806,19,5,0.263157895,
8809603_0.java,851,806,21,5,0.238095238,
11623044_1.java,851,806,14,5,0.357142857,
3659338_1.java,851,806,17,5,0.294117647,
16220180_0.java,851,806,14,5,0.357142857,
2374540_0.java,851,583,12,5,0.416666667,
11060813_0.java,851,812,17,5,0.294117647,
5438607_0.java,849,428,43,5,0.11627907,
795610_0.java,849,415,28,5,0.178571429,
22190528_0.java,849,806,14,5,0.357142857,
9845510_0.java,849,328,31,6,0.193548387,
24644550_1.java,849,806,9,5,0.555555556,
8901997_2.java,849,806,10,5,0.5,
1982759_0.java,849,410,69,5,0.072463768,
21382573_1.java,846,806,13,5,0.384615385,
21610961_0.java,846,580,10,5,0.5,
19538804_0.java,846,809,48,5,0.104166667,
6337487_0.java,846,580,9,5,0.555555556,
4832013_0.java,846,580,17,5,0.294117647,
15039172_0.java,846,268,142,4,0.028169014,
7141751_0.java,846,580,9,5,0.555555556,
25449931_1.java,845,226,24,4,0.166666667,
23664946_0.java,845,547,20,5,0.25,
23699499_1.java,845,547,19,5,0.263157895,
9908726_2.java,845,806,16,5,0.3125,
14101795_1.java,845,806,15,5,0.333333333,
7194004_2.java,845,806,23,5,0.217391304,
15072043_0.java,844,822,8,4,0.5,
12945375_2.java,844,822,8,4,0.5,
13143569_1.java,843,806,7,5,0.714285714,
3922623_0.java,843,806,7,5,0.714285714,
8118450_0.java,843,806,7,5,0.714285714,
19372851_1.java,843,806,12,5,0.416666667,
8972430_0.java,843,806,12,5,0.416666667,
2747008_0.java,843,806,20,5,0.25,
5807525_0.java,843,373,42,5,0.119047619,
6799683_0.java,843,806,17,5,0.294117647,
24379480_0.java,843,806,8,5,0.625,
11996513_0.java,843,806,11,5,0.454545455,
19741455_2.java,843,806,12,5,0.416666667,
5726713_0.java,843,806,16,5,0.3125,
14214203_0.java,843,806,15,5,0.333333333,
18100919_0.java,843,806,7,5,0.714285714,
3267571_0.java,843,806,14,5,0.357142857,
23841945_0.java,843,806,8,5,0.625,
11802249_0.java,843,806,7,5,0.714285714,
17548268_0.java,843,806,7,5,0.714285714,
15500730_0.java,843,806,10,5,0.5,
12590674_0.java,843,806,14,5,0.357142857,
22235687_0.java,843,806,15,5,0.333333333,
21121669_0.java,843,806,7,5,0.714285714,
2150267_0.java,843,832,80,4,0.05,
20152265_0.java,843,806,8,5,0.625,
1037203_2.java,843,806,7,5,0.714285714,
3589156_0.java,843,806,7,5,0.714285714,
18670468_0.java,843,806,9,5,0.555555556,
10282516_0.java,843,806,9,5,0.555555556,
14186003_1.java,843,806,7,5,0.714285714,
17488971_1.java,843,806,7,5,0.714285714,
16770605_0.java,843,806,9,5,0.555555556,
21073539_0.java,843,806,9,5,0.555555556,
3148397_0.java,843,806,9,5,0.555555556,
24415863_0.java,843,806,7,5,0.714285714,
4314979_0.java,843,806,12,5,0.416666667,
24394517_0.java,843,806,10,5,0.5,
20479356_0.java,843,806,7,5,0.714285714,
10358853_1.java,843,806,11,5,0.454545455,
10774020_0.java,843,806,7,5,0.714285714,
13243241_2.java,843,806,10,5,0.5,
12151985_1.java,843,806,14,5,0.357142857,
21650462_0.java,843,806,7,5,0.714285714,
7929765_0.java,843,806,19,5,0.263157895,
10774020_1.java,843,806,7,5,0.714285714,
15214389_0.java,843,806,7,5,0.714285714,
4776332_1.java,843,806,13,5,0.384615385,
10796466_1.java,843,806,13,5,0.384615385,
24671978_0.java,843,806,7,5,0.714285714,
25805680_1.java,843,806,15,5,0.333333333,
9932166_1.java,843,806,14,5,0.357142857,
7379172_0.java,842,410,62,5,0.080645161,
8094147_0.java,841,544,17,5,0.294117647,
13628183_1.java,840,411,82,5,0.06097561,
18786434_0.java,840,543,20,5,0.25,
23257845_1.java,840,412,52,5,0.096153846,
9372121_0.java,839,59,118,4,0.033898305,
8939669_0.java,839,542,23,5,0.217391304,
20867930_1.java,839,542,12,5,0.416666667,
22655844_1.java,839,575,68,6,0.088235294,
11405151_0.java,839,542,37,5,0.135135135,
13772645_0.java,839,542,28,5,0.178571429,
19071170_0.java,839,538,66,4,0.060606061,
2121987_0.java,838,322,27,6,0.222222222,
2225275_0.java,838,322,27,6,0.222222222,
23413506_0.java,838,404,40,5,0.125,
15330843_1.java,837,559,26,5,0.192307692,
7901334_0.java,836,411,119,5,0.042016807,
14707354_0.java,835,137,16,4,0.25,
22623240_0.java,835,621,187,5,0.026737968,
8819696_0.java,834,281,107,6,0.056074766,
14109999_1.java,833,410,18,5,0.277777778,
138693_0.java,833,784,89,4,0.04494382,
19720506_0.java,831,795,58,4,0.068965517,
23405029_1.java,830,399,105,5,0.047619048,
10485234_0.java,830,400,31,5,0.161290323,
23405029_0.java,830,399,113,5,0.044247788,
13389263_0.java,829,504,135,5,0.037037037,
18944736_0.java,827,28,28,4,0.142857143,
2532986_0.java,827,28,29,4,0.137931034,
21944273_0.java,827,28,25,4,0.16,
17228197_0.java,826,802,67,6,0.089552239,
23307024_0.java,822,342,49,6,0.12244898,
13508873_0.java,822,404,19,5,0.263157895,
6993187_3.java,822,105,168,4,0.023809524,
12559437_0.java,822,403,47,5,0.106382979,
17028998_0.java,822,111,32,5,0.15625,
17004567_0.java,820,694,48,4,0.083333333,
22358141_0.java,819,495,93,4,0.043010753,
10808955_2.java,819,475,50,5,0.1,
9642475_0.java,819,398,45,5,0.111111111,
10675465_0.java,818,398,18,5,0.277777778,
5961624_0.java,818,256,39,5,0.128205128,
14740385_0.java,817,396,17,6,0.352941176,
12907249_1.java,817,399,58,5,0.086206897,
17313535_0.java,817,399,76,5,0.065789474,
24208098_1.java,817,398,20,5,0.25,
12766640_2.java,816,396,16,6,0.375,
16786120_0.java,816,398,77,5,0.064935065,
25024729_0.java,816,745,23,4,0.173913043,
15081293_0.java,816,398,100,5,0.05,
5476667_0.java,816,398,16,6,0.375,
20453802_0.java,815,313,69,5,0.072463768,
3384825_4.java,815,450,23,5,0.217391304,
19052063_0.java,814,804,32,6,0.1875,
4369583_0.java,814,600,40,5,0.125,
11488491_0.java,813,336,62,4,0.064516129,
3371209_0.java,813,163,20,4,0.2,
9672287_0.java,813,338,34,6,0.176470588,
18974782_0.java,811,137,85,4,0.047058824,
6921379_0.java,809,247,28,5,0.178571429,
20755453_0.java,809,247,28,5,0.178571429,
25386510_0.java,809,247,28,5,0.178571429,
8422637_0.java,809,247,28,5,0.178571429,
12776901_0.java,809,247,28,5,0.178571429,
18209411_3.java,809,247,32,5,0.15625,
7884521_0.java,808,579,434,4,0.00921659,
7321829_0.java,807,49,28,4,0.142857143,
11510642_0.java,806,597,17,5,0.294117647,
12895115_0.java,805,240,25,7,0.28,
10778540_0.java,803,775,18,5,0.277777778,
22610800_1.java,803,592,13,5,0.384615385,
10120835_0.java,802,472,74,5,0.067567568,
16844672_0.java,800,248,12,6,0.5,
3100362_1.java,799,248,13,6,0.461538462,
12696806_0.java,799,526,88,4,0.045454545,
22162430_2.java,798,252,200,5,0.025,
18234728_0.java,797,778,34,5,0.147058824,
1579848_0.java,797,251,63,6,0.095238095,
20581163_1.java,797,778,34,5,0.147058824,
16029932_0.java,797,349,43,5,0.11627907,
24814634_0.java,797,778,34,5,0.147058824,
11508033_0.java,797,792,44,4,0.090909091,
18611113_1.java,796,598,26,6,0.230769231,
14380166_1.java,795,476,65,5,0.076923077,
10487051_0.java,794,786,33,4,0.121212121,
20037812_0.java,794,549,130,5,0.038461538,
13151184_0.java,794,719,128,4,0.03125,
18117326_0.java,793,377,265,4,0.01509434,
3057703_0.java,791,115,15,4,0.266666667,
20102983_0.java,790,446,53,6,0.113207547,
21379220_0.java,789,343,24,6,0.25,
22545334_0.java,789,127,52,4,0.076923077,
18896422_0.java,789,590,32,4,0.125,
18025684_0.java,788,278,140,5,0.035714286,
6952715_0.java,788,127,15,4,0.266666667,
25581053_0.java,787,425,186,5,0.02688172,
5466030_0.java,787,149,88,6,0.068181818,
25465723_0.java,786,531,54,6,0.111111111,
14973072_0.java,786,715,64,4,0.0625,
19614645_1.java,785,306,32,5,0.15625,
14416657_0.java,784,742,22,4,0.181818182,
2858514_0.java,784,766,13,4,0.307692308,
5289264_0.java,784,73,77,5,0.064935065,
24430415_0.java,782,617,119,5,0.042016807,
19629504_0.java,781,361,72,6,0.083333333,
15197593_0.java,780,629,21,5,0.238095238,
23809340_0.java,780,751,12,5,0.416666667,
23423905_0.java,779,248,36,5,0.138888889,
17948348_0.java,777,322,75,5,0.066666667,
7334853_0.java,777,764,36,4,0.111111111,
4961744_0.java,776,427,46,4,0.086956522,
10138563_1.java,776,478,46,4,0.086956522,
14913033_0.java,776,353,154,4,0.025974026,
22531839_0.java,776,551,31,4,0.129032258,
8566599_0.java,775,410,16,4,0.25,
5718650_0.java,771,329,123,5,0.040650407,
14393561_0.java,771,540,40,4,0.1,
17708273_0.java,770,337,58,6,0.103448276,
6192501_0.java,769,251,14,6,0.428571429,
25311_0.java,768,327,58,5,0.086206897,
3442135_1.java,767,276,11,4,0.363636364,
19416818_0.java,766,760,18,5,0.277777778,
4838474_0.java,765,116,30,4,0.133333333,
11499537_0.java,765,759,16,4,0.25,
10332433_0.java,765,336,40,5,0.125,
6117421_0.java,764,409,31,5,0.161290323,
21402639_0.java,764,554,117,6,0.051282051,
1917169_0.java,763,758,18,5,0.277777778,
16788379_0.java,763,758,18,5,0.277777778,
12668223_1.java,762,757,23,4,0.173913043,
4191860_2.java,762,126,37,4,0.108108108,
8115115_0.java,762,756,26,5,0.192307692,
10712227_0.java,762,757,15,4,0.266666667,
25021754_0.java,762,757,43,4,0.093023256,
20429149_0.java,762,757,12,4,0.333333333,
4615562_2.java,762,757,9,4,0.444444444,
6626159_0.java,762,757,10,4,0.4,
14205661_0.java,762,757,27,4,0.148148148,
3482765_0.java,762,248,57,5,0.087719298,
601092_0.java,762,757,52,4,0.076923077,
23577381_0.java,762,757,11,4,0.363636364,
25617232_0.java,762,681,117,4,0.034188034,
6174167_0.java,761,58,26,4,0.153846154,
20216318_0.java,761,756,16,5,0.3125,
15854963_0.java,761,606,35,5,0.142857143,
22211466_0.java,761,606,63,5,0.079365079,
22864643_0.java,761,606,97,5,0.051546392,
21823297_0.java,761,180,15,5,0.333333333,
16779506_0.java,761,756,10,5,0.5,
16266361_0.java,761,756,9,5,0.555555556,
5099421_0.java,760,206,28,5,0.178571429,
5596074_0.java,760,124,10,4,0.4,
4191860_1.java,760,124,24,4,0.166666667,
24073739_0.java,759,113,6,4,0.666666667,
18064042_0.java,759,113,5,4,0.8,
23936198_1.java,759,113,6,4,0.666666667,
23936198_0.java,759,113,6,4,0.666666667,
25550493_0.java,759,113,5,4,0.8,
18064042_1.java,759,113,5,4,0.8,
12990859_0.java,759,113,6,4,0.666666667,
10524940_0.java,758,365,91,4,0.043956044,
17447065_1.java,757,368,75,4,0.053333333,
13877688_0.java,756,457,19,6,0.315789474,
16363314_2.java,755,618,46,4,0.086956522,
12226025_0.java,752,555,40,4,0.1,
21957870_1.java,752,367,30,5,0.166666667,
10743922_1.java,751,53,58,4,0.068965517,
8957782_2.java,750,675,40,4,0.1,
8872897_0.java,749,412,42,5,0.119047619,
23585716_0.java,749,505,78,4,0.051282051,
12165647_0.java,748,353,57,6,0.105263158,
17766791_2.java,747,242,21,6,0.285714286,
17444467_0.java,747,232,12,6,0.5,
22649980_1.java,747,297,20,6,0.3,
11578674_0.java,746,530,147,5,0.034013605,
14741213_0.java,746,604,81,4,0.049382716,
15250569_0.java,744,370,22,4,0.181818182,
10242102_0.java,743,442,111,4,0.036036036,
25675826_1.java,743,359,10,5,0.5,
6107400_0.java,742,359,8,5,0.625,
994228_0.java,742,359,17,5,0.294117647,
6154419_0.java,741,732,9,5,0.555555556,
5294736_0.java,741,732,14,5,0.357142857,
9722814_0.java,741,732,9,5,0.555555556,
14983497_0.java,740,330,61,6,0.098360656,
9536648_0.java,739,419,32,4,0.125,
3004518_0.java,738,374,49,4,0.081632653,
8899183_0.java,738,102,33,4,0.121212121,
14735904_0.java,738,247,44,5,0.113636364,
21913079_0.java,737,142,79,5,0.063291139,
24915703_0.java,737,147,35,4,0.114285714,
5182955_0.java,737,674,61,4,0.06557377,
23036151_0.java,735,456,55,4,0.072727273,
15904051_0.java,735,405,36,4,0.111111111,
15030603_0.java,735,633,84,5,0.05952381,
23488500_0.java,733,497,39,5,0.128205128,
24280176_0.java,732,80,76,4,0.052631579,
13435398_0.java,730,249,115,5,0.043478261,
24652083_0.java,730,486,55,5,0.090909091,
22509263_0.java,730,680,40,4,0.1,
9689433_0.java,730,53,222,4,0.018018018,
14677473_0.java,730,86,34,4,0.117647059,
13225202_0.java,729,247,32,5,0.15625,
2785590_0.java,729,577,26,6,0.230769231,
8931776_0.java,728,585,41,5,0.12195122,
1241754_0.java,728,262,10,4,0.4,
10131838_1.java,727,340,25,5,0.2,
7277791_0.java,727,189,172,4,0.023255814,
13999278_0.java,727,337,34,5,0.147058824,
12008316_0.java,726,247,32,5,0.15625,
23409055_0.java,726,109,18,4,0.222222222,
23526184_0.java,726,247,29,5,0.172413793,
13324617_1.java,726,230,30,6,0.2,
3537407_0.java,725,392,17,6,0.352941176,
16473163_0.java,724,69,26,5,0.192307692,
12111719_0.java,722,184,7,4,0.571428571,
16674581_0.java,720,242,7,4,0.571428571,
25544305_0.java,720,78,248,5,0.02016129,
4397927_0.java,720,280,69,5,0.072463768,
23045348_0.java,719,648,93,4,0.043010753,
19839856_0.java,719,146,12,5,0.416666667,
5816248_0.java,717,146,11,4,0.363636364,
10038883_0.java,717,397,19,5,0.263157895,
18727948_0.java,716,336,67,5,0.074626866,
1111801_0.java,716,397,58,5,0.086206897,
2446595_0.java,715,558,18,5,0.277777778,
3748463_0.java,715,537,18,6,0.333333333,
2132385_0.java,713,268,28,5,0.178571429,
15574311_0.java,712,333,31,4,0.129032258,
20412616_0.java,712,545,13,6,0.461538462,
19303204_0.java,710,330,54,6,0.111111111,
23400814_0.java,710,391,13,5,0.384615385,
24472344_0.java,709,500,47,4,0.085106383,
11428289_1.java,709,642,69,4,0.057971014,
22641604_1.java,708,289,12,6,0.5,
3998154_0.java,708,390,25,5,0.2,
21581988_0.java,707,257,421,5,0.011876485,
21922473_0.java,707,389,12,5,0.416666667,
10326142_0.java,707,389,13,5,0.384615385,
20713742_0.java,706,560,19,6,0.315789474,
17431455_0.java,705,538,33,5,0.151515152,
15537098_0.java,705,583,48,5,0.104166667,
10464266_0.java,705,270,40,5,0.125,
11209077_0.java,705,413,46,6,0.130434783,
15591458_3.java,705,323,37,5,0.135135135,
15591458_2.java,705,323,34,5,0.147058824,
23180415_0.java,704,395,17,4,0.235294118,
17814755_0.java,702,443,157,6,0.038216561,
1551671_0.java,702,314,37,6,0.162162162,
22418994_0.java,701,618,102,4,0.039215686,
11776555_0.java,701,347,42,6,0.142857143,
6304606_0.java,701,618,101,4,0.03960396,
16108386_0.java,700,228,40,6,0.15,
19303204_1.java,698,318,42,6,0.142857143,
13856193_0.java,698,474,130,6,0.046153846,
16423071_0.java,698,320,26,6,0.230769231,
4754305_1.java,697,261,42,5,0.119047619,
1714816_0.java,697,384,26,6,0.230769231,
21610961_1.java,697,572,14,5,0.357142857,
7387585_0.java,697,264,44,5,0.113636364,
4754305_0.java,697,261,40,5,0.125,
6825012_0.java,696,100,17,4,0.235294118,
2806403_0.java,696,100,6,4,0.666666667,
9123882_0.java,695,104,190,7,0.036842105,
20795439_0.java,695,212,19,5,0.263157895,
5445449_0.java,695,400,15,4,0.266666667,
24934574_0.java,694,55,32,4,0.125,
18308017_0.java,694,53,23,4,0.173913043,
18111763_0.java,693,261,11,5,0.454545455,
12301173_0.java,693,57,100,4,0.04,
22866163_0.java,693,261,10,5,0.5,
12158045_0.java,693,381,12,6,0.5,
21011242_1.java,693,381,12,6,0.5,
25386657_0.java,693,325,47,4,0.085106383,
23278278_1.java,692,98,14,4,0.285714286,
23366289_0.java,692,213,23,6,0.260869565,
24695327_0.java,691,571,11,5,0.454545455,
20257852_0.java,689,97,5,4,0.8,
15867087_1.java,689,97,7,4,0.571428571,
12253323_0.java,689,358,21,5,0.238095238,
11551631_0.java,689,97,30,4,0.133333333,
14919852_0.java,689,97,20,4,0.2,
8619177_1.java,689,323,23,4,0.173913043,
11294278_0.java,689,323,23,4,0.173913043,
23358390_0.java,689,252,64,4,0.0625,
15219922_0.java,688,221,25,5,0.2,
17758858_0.java,688,548,33,4,0.121212121,
8737487_0.java,688,323,46,4,0.086956522,
13851198_1.java,687,322,40,6,0.15,
13212914_0.java,687,424,23,5,0.217391304,
11818183_0.java,686,496,70,4,0.057142857,
13426364_0.java,686,16,45,6,0.133333333,
16004997_2.java,685,129,55,5,0.090909091,
21360729_0.java,684,503,27,5,0.185185185,
7901892_0.java,684,494,34,4,0.117647059,
10939110_1.java,683,53,42,4,0.095238095,
15002289_0.java,683,248,32,5,0.15625,
11173409_0.java,683,53,24,4,0.166666667,
18746499_0.java,683,53,12,4,0.333333333,
7282637_0.java,683,53,22,6,0.272727273,
19004836_0.java,682,525,20,6,0.3,
9219814_0.java,681,525,32,6,0.1875,
16649681_0.java,681,353,9,4,0.444444444,
22437811_0.java,681,579,19,4,0.210526316,
13874310_0.java,681,363,30,6,0.2,
4647305_0.java,681,152,71,5,0.070422535,
17762426_2.java,680,262,53,6,0.113207547,
18299599_0.java,680,581,131,6,0.045801527,
23197177_1.java,677,246,34,5,0.147058824,
19875669_0.java,677,294,11,4,0.363636364,
20254069_1.java,676,418,44,4,0.090909091,
3692441_0.java,676,246,28,5,0.178571429,
15189280_1.java,676,505,13,6,0.461538462,
25763458_0.java,676,246,28,5,0.178571429,
8974751_0.java,676,373,26,4,0.153846154,
9078010_0.java,676,154,139,6,0.043165468,
2927545_0.java,675,316,28,4,0.142857143,
17556821_0.java,674,577,25,5,0.2,
20907752_2.java,674,146,18,4,0.222222222,
23093433_0.java,674,500,14,5,0.357142857,
13905709_0.java,673,555,129,4,0.031007752,
13671419_0.java,672,35,29,4,0.137931034,
6710017_0.java,671,578,36,4,0.111111111,
11228303_0.java,670,516,22,5,0.227272727,
11550162_0.java,670,516,21,5,0.238095238,
18786434_1.java,669,513,24,5,0.208333333,
17680818_0.java,668,368,48,4,0.083333333,
24088963_0.java,666,332,66,4,0.060606061,
13061320_0.java,666,594,98,6,0.06122449,
4922990_0.java,665,35,26,4,0.153846154,
13660943_1.java,665,462,31,5,0.161290323,
15095000_0.java,664,246,37,5,0.135135135,
12850533_0.java,663,510,95,5,0.052631579,
2751896_0.java,663,514,36,5,0.138888889,
18032704_0.java,663,430,108,4,0.037037037,
18429214_0.java,662,626,49,4,0.081632653,
16672376_0.java,662,326,39,4,0.102564103,
19408720_0.java,662,357,49,4,0.081632653,
14328111_0.java,662,482,24,5,0.208333333,
22171429_0.java,662,353,78,4,0.051282051,
13301300_0.java,662,38,163,5,0.030674847,
4397744_0.java,661,511,35,5,0.142857143,
2168710_0.java,661,366,22,5,0.227272727,
23724310_0.java,661,557,28,6,0.214285714,
23254493_0.java,661,231,89,6,0.06741573,
22585414_0.java,661,552,105,5,0.047619048,
4024890_0.java,660,323,30,6,0.2,
15949509_0.java,660,539,87,5,0.057471264,
16377309_0.java,659,508,16,5,0.3125,
25448703_0.java,659,329,36,4,0.111111111,
13304913_0.java,658,515,53,5,0.094339623,
23299786_0.java,658,322,36,6,0.166666667,
21755151_0.java,657,565,18,5,0.277777778,
22305630_0.java,657,508,21,5,0.238095238,
7300208_0.java,657,508,38,5,0.131578947,
6775696_1.java,656,507,28,5,0.178571429,
21717050_0.java,656,507,30,5,0.166666667,
240175_0.java,656,507,20,5,0.25,
