fragment, used, inprojects, sloc, usedsloc, percent
8847428_2.java,2,2,16,6,0.375
8115115_0.java,762,756,26,5,0.19230769230769232
13110320_0.java,22620,5444,54,4,0.07407407407407407
10662073_1.java,33027,4601,81,4,0.04938271604938271
19032384_0.java,429,310,106,5,0.04716981132075472
14927197_0.java,4028,2351,103,6,0.05825242718446602
6119387_1.java,321,306,12,5,0.4166666666666667
20012043_0.java,1,1,10,6,0.6
21624233_0.java,6,6,59,4,0.06779661016949153
16134707_0.java,1008,975,79,4,0.05063291139240506
10067560_0.java,17,14,110,5,0.045454545454545456
24843586_0.java,1,1,13,4,0.3076923076923077
17286009_0.java,53,39,74,4,0.05405405405405406
16220043_0.java,1,1,28,5,0.17857142857142858
19228743_0.java,499,331,58,5,0.08620689655172414
21759944_0.java,1,1,7,4,0.5714285714285714
20116790_0.java,1,1,7,4,0.5714285714285714
8353254_0.java,5,5,7,5,0.7142857142857143
16196953_1.java,1,1,17,4,0.23529411764705882
22429938_0.java,2843,197,54,4,0.07407407407407407
23743784_0.java,45,34,18,6,0.3333333333333333
12374168_0.java,4,2,30,4,0.13333333333333333
12520104_0.java,7,7,103,5,0.04854368932038835
21708836_0.java,1,1,65,4,0.06153846153846154
18299599_0.java,680,581,131,6,0.04580152671755725
24859411_0.java,1321,1263,7,5,0.7142857142857143
21774789_0.java,500,419,9,5,0.5555555555555556
11026695_1.java,1,1,29,6,0.20689655172413793
10850022_0.java,1,1,10,6,0.6
20737675_0.java,9127,3041,88,6,0.06818181818181818
19220757_0.java,407,165,17,5,0.29411764705882354
15564144_0.java,54140,5013,80,4,0.05
14470360_2.java,4,1,37,5,0.13513513513513514
15408066_0.java,116005,7710,96,6,0.0625
7728247_1.java,3,3,10,4,0.4
20952114_0.java,1,1,7,5,0.7142857142857143
241209_0.java,1,1,7,5,0.7142857142857143
18683753_0.java,2004,1789,30,4,0.13333333333333333
12075791_0.java,99,45,47,4,0.0851063829787234
7402814_0.java,2502,1255,34,5,0.14705882352941177
22238462_2.java,13601,631,8,4,0.5
14169745_0.java,2,2,29,4,0.13793103448275862
6236987_0.java,2,1,55,5,0.09090909090909091
2596238_0.java,8,8,12,4,0.3333333333333333
5285409_2.java,28,27,11,5,0.45454545454545453
22178448_1.java,2,2,8,4,0.5
22130735_0.java,18,18,14,5,0.35714285714285715
15990507_1.java,397,157,88,4,0.045454545454545456
23989021_0.java,358,351,78,4,0.05128205128205128
13044704_0.java,18281,4930,71,6,0.08450704225352113
16686072_0.java,180,85,62,4,0.06451612903225806
4330615_1.java,11,7,32,5,0.15625
9397687_1.java,56054,5300,10,6,0.6
6159222_1.java,2373,117,8,4,0.5
22134580_3.java,750669,9770,190,6,0.031578947368421054
22978105_1.java,230,204,8,5,0.625
8244342_0.java,301,300,37,4,0.10810810810810811
10019595_0.java,90,61,11,4,0.36363636363636365
14430025_2.java,4,4,34,6,0.17647058823529413
12994035_0.java,1324,1266,28,4,0.14285714285714285
25394719_0.java,2356,2048,17,4,0.23529411764705882
17840811_0.java,8,6,78,4,0.05128205128205128
8346867_2.java,2219,1517,107,6,0.056074766355140186
6107316_0.java,128,97,88,5,0.056818181818181816
20236154_0.java,21307,5237,109,4,0.03669724770642202
3442100_0.java,209833,4909,10,4,0.4
23272461_8.java,58763,3709,16,6,0.375
10037774_0.java,77,29,51,4,0.0784313725490196
11437892_0.java,1,1,13,7,0.5384615384615384
21872791_0.java,78,55,77,4,0.05194805194805195
9623100_0.java,2,2,43,4,0.09302325581395349
11988904_0.java,19,14,51,4,0.0784313725490196
2468431_2.java,5,5,30,5,0.16666666666666666
18576842_0.java,1669,1451,40,4,0.1
4280078_1.java,1,1,22,5,0.22727272727272727
1912173_1.java,57896,5897,35,4,0.11428571428571428
7862798_0.java,2,2,8,4,0.5
23561941_0.java,2,2,167,6,0.03592814371257485
22172634_0.java,3904,978,29,4,0.13793103448275862
10712227_0.java,762,757,15,4,0.26666666666666666
2156557_0.java,2,2,7,4,0.5714285714285714
4280021_0.java,31,24,15,4,0.26666666666666666
21345942_0.java,88,66,24,4,0.16666666666666666
22456820_0.java,1858,1295,27,4,0.14814814814814814
20444710_0.java,306,292,10,5,0.5
6351712_0.java,3,2,15,4,0.26666666666666666
18878678_1.java,184,131,13,5,0.38461538461538464
15086600_0.java,306,292,11,5,0.45454545454545453
22228763_0.java,138,69,9,5,0.5555555555555556
19430847_0.java,303,131,77,5,0.06493506493506493
25484068_0.java,1,1,57,5,0.08771929824561403
24059526_0.java,1,1,12,6,0.5
17832337_0.java,117,109,7,4,0.5714285714285714
18153200_1.java,3,3,12,4,0.3333333333333333
24716218_0.java,76,68,17,5,0.29411764705882354
20792984_1.java,1,1,129,4,0.031007751937984496
24644800_0.java,87,50,32,5,0.15625
4737981_1.java,2,2,9,4,0.4444444444444444
2391146_0.java,466,344,8,5,0.625
743317_0.java,5,4,22,5,0.22727272727272727
22784821_1.java,23,17,10,5,0.5
13921573_0.java,1,1,9,4,0.4444444444444444
6276613_0.java,2,2,10,4,0.4
13802606_1.java,1299,1048,27,4,0.14814814814814814
1952401_0.java,16,15,11,4,0.36363636363636365
24486235_0.java,1,1,34,5,0.14705882352941177
15625443_0.java,12,4,94,5,0.05319148936170213
15391413_0.java,11,10,27,4,0.14814814814814814
7460921_0.java,3,3,68,6,0.08823529411764706
23811612_0.java,1,1,15,9,0.6
16904012_0.java,12,4,38,5,0.13157894736842105
11889321_0.java,1409,669,25,6,0.24
24512682_1.java,51,32,27,5,0.18518518518518517
11336000_1.java,47,47,6,4,0.6666666666666666
12734702_1.java,68,48,16,5,0.3125
11257885_0.java,53583,4875,67,4,0.05970149253731343
6088659_4.java,226,180,14,5,0.35714285714285715
14221021_0.java,2,2,23,4,0.17391304347826086
4962112_0.java,306,292,11,5,0.45454545454545453
1517337_0.java,13,13,36,4,0.1111111111111111
25450662_0.java,2,1,14,4,0.2857142857142857
16073804_0.java,23866,5879,89,4,0.0449438202247191
18385878_0.java,1,1,8,4,0.5
20295015_0.java,121,106,41,4,0.0975609756097561
16267969_0.java,3045,662,11,4,0.36363636363636365
19038896_0.java,10917,4580,183,6,0.03278688524590164
6088267_0.java,5,5,9,5,0.5555555555555556
11810563_0.java,1511,979,8,4,0.5
19144739_0.java,74,59,11,5,0.45454545454545453
12630416_0.java,243,125,32,5,0.15625
21216372_2.java,1,1,11,6,0.5454545454545454
16171060_0.java,11,11,14,6,0.42857142857142855
8670106_0.java,6,5,19,4,0.21052631578947367
8853430_1.java,120,107,31,5,0.16129032258064516
14510434_1.java,50,48,15,6,0.4
22699273_1.java,232,205,14,5,0.35714285714285715
9200076_1.java,533,353,10,5,0.5
16004220_0.java,10,3,7,4,0.5714285714285714
16078585_1.java,2,2,12,4,0.3333333333333333
19218601_0.java,3,3,16,5,0.3125
20401504_0.java,1,1,79,4,0.05063291139240506
25292072_0.java,17,14,9,4,0.4444444444444444
20362454_0.java,2697,536,23,4,0.17391304347826086
2663147_0.java,1,1,21,6,0.2857142857142857
21734743_0.java,54645,5009,44,4,0.09090909090909091
14589351_0.java,50,41,18,5,0.2777777777777778
10483360_1.java,1,1,12,5,0.4166666666666667
538218_0.java,158,95,74,5,0.06756756756756757
20414432_0.java,4,4,21,6,0.2857142857142857
8000953_0.java,460,183,15,4,0.26666666666666666
10356325_0.java,3,2,10,4,0.4
25213511_1.java,3068,668,31,4,0.12903225806451613
12781887_0.java,7,7,11,4,0.36363636363636365
8596210_0.java,1642,447,7,4,0.5714285714285714
12601003_1.java,1,1,20,5,0.25
21082172_0.java,97975,4866,60,4,0.06666666666666667
17844043_1.java,11,11,7,4,0.5714285714285714
11115716_0.java,229,81,45,6,0.13333333333333333
310575_0.java,1,1,21,5,0.23809523809523808
6996928_0.java,33,33,11,4,0.36363636363636365
22076159_0.java,11,10,16,5,0.3125
5111539_0.java,22,12,7,4,0.5714285714285714
11838564_0.java,7,7,14,4,0.2857142857142857
22897299_0.java,3,3,116,4,0.034482758620689655
24497371_0.java,47,7,28,4,0.14285714285714285
20455225_0.java,1,1,7,4,0.5714285714285714
18752509_0.java,4,2,43,4,0.09302325581395349
7237855_0.java,174,171,66,4,0.06060606060606061
4206094_0.java,1,1,17,4,0.23529411764705882
8557315_0.java,3,3,24,4,0.16666666666666666
25688969_2.java,223,104,16,5,0.3125
5250946_0.java,7,5,18,5,0.2777777777777778
11564076_0.java,1,1,18,5,0.2777777777777778
18764836_0.java,11,11,133,4,0.03007518796992481
8722886_0.java,2,2,15,5,0.3333333333333333
21525188_1.java,951,488,41,5,0.12195121951219512
1917169_0.java,763,758,18,5,0.2777777777777778
2437261_0.java,463,409,13,5,0.38461538461538464
20991394_1.java,24,12,54,6,0.1111111111111111
13087622_0.java,220,166,13,8,0.6153846153846154
2732259_0.java,11,11,13,6,0.46153846153846156
12527940_0.java,34,33,96,4,0.041666666666666664
23324691_0.java,250,165,15,5,0.3333333333333333
5163734_0.java,526,303,14,4,0.2857142857142857
4526626_0.java,1,1,49,4,0.08163265306122448
8670950_0.java,157,146,9,5,0.5555555555555556
19071560_0.java,2847,701,29,4,0.13793103448275862
7672272_1.java,3,3,28,6,0.21428571428571427
9851178_0.java,126,125,28,5,0.17857142857142858
11474583_0.java,1,1,10,4,0.4
7775482_0.java,151447,3476,41,6,0.14634146341463414
15443600_0.java,2,1,9,5,0.5555555555555556
14243091_0.java,95,56,12,5,0.4166666666666667
15105137_0.java,1,1,16,6,0.375
7769834_0.java,43,32,16,5,0.3125
19423404_0.java,6,6,28,4,0.14285714285714285
21436873_0.java,97830,4851,34,4,0.11764705882352941
22161435_0.java,1,1,128,5,0.0390625
9303255_1.java,16,5,105,5,0.047619047619047616
11143705_0.java,28,19,15,5,0.3333333333333333
22543139_0.java,88,61,47,4,0.0851063829787234
6697470_0.java,306,292,11,5,0.45454545454545453
11484184_0.java,556,518,24,5,0.20833333333333334
23570548_0.java,1419,760,19,5,0.2631578947368421
19993842_1.java,112,87,21,4,0.19047619047619047
22313310_5.java,2,2,10,5,0.5
5955492_0.java,1,1,47,5,0.10638297872340426
6379682_1.java,12,4,6,5,0.8333333333333334
22690106_0.java,14,10,44,5,0.11363636363636363
1003641_1.java,1,1,60,6,0.1
23339987_0.java,120,23,11,4,0.36363636363636365
25226865_0.java,2,2,8,4,0.5
10299326_0.java,2,2,29,5,0.1724137931034483
24524741_2.java,4,4,21,5,0.23809523809523808
15426884_0.java,3,3,8,5,0.625
21266255_0.java,1,1,22,6,0.2727272727272727
22116955_1.java,4,4,43,5,0.11627906976744186
20285096_0.java,98038,4882,198,4,0.020202020202020204
18652651_0.java,2406,546,89,5,0.056179775280898875
4902757_0.java,91,84,15,6,0.4
20999436_0.java,128,103,89,6,0.06741573033707865
24181735_0.java,34,24,22,4,0.18181818181818182
15877309_1.java,2,2,10,4,0.4
6969324_0.java,1,1,12,4,0.3333333333333333
19214582_1.java,207,197,21,4,0.19047619047619047
18696933_1.java,1,1,9,4,0.4444444444444444
9350680_0.java,305,288,54,4,0.07407407407407407
23330407_1.java,1,1,16,7,0.4375
12721175_0.java,4,4,7,4,0.5714285714285714
13964991_0.java,19734,4863,69,4,0.057971014492753624
3657521_2.java,1,1,5,4,0.8
350958_0.java,4,4,53,4,0.07547169811320754
3189093_0.java,1,1,35,4,0.11428571428571428
12369761_0.java,7,6,13,5,0.38461538461538464
15255164_0.java,5,5,23,5,0.21739130434782608
22717129_0.java,106,81,47,5,0.10638297872340426
12078713_0.java,63,51,8,4,0.5
14245082_1.java,2,1,10,4,0.4
7744965_0.java,29,16,25,5,0.2
3927741_0.java,1,1,18,6,0.3333333333333333
19988331_0.java,84,79,24,4,0.16666666666666666
24952573_0.java,383,226,24,4,0.16666666666666666
20296078_0.java,199,144,150,7,0.04666666666666667
21651842_0.java,1,1,83,4,0.04819277108433735
335830_0.java,3075,1354,12,4,0.3333333333333333
15986613_0.java,2061,1461,38,4,0.10526315789473684
20950859_0.java,395,291,80,4,0.05
25753774_0.java,62,60,18,6,0.3333333333333333
21033258_0.java,1,1,96,4,0.041666666666666664
25758164_2.java,21828,5318,14,5,0.35714285714285715
7345019_1.java,20279,5074,217,4,0.018433179723502304
16863758_0.java,3,3,7,4,0.5714285714285714
24710850_0.java,31,31,15,4,0.26666666666666666
24981776_0.java,400,214,31,4,0.12903225806451613
15264896_0.java,1,1,34,4,0.11764705882352941
22786337_0.java,91,90,25,5,0.2
15796064_0.java,16,15,43,4,0.09302325581395349
7677238_0.java,1,1,12,7,0.5833333333333334
19741455_2.java,843,806,12,5,0.4166666666666667
6341078_1.java,2,2,8,4,0.5
6114513_0.java,26,12,48,4,0.08333333333333333
4658978_0.java,1,1,23,4,0.17391304347826086
19341961_1.java,5,4,68,4,0.058823529411764705
14742736_0.java,246,159,57,5,0.08771929824561403
3174422_0.java,205,163,32,5,0.15625
9427243_0.java,83,56,11,4,0.36363636363636365
20620335_1.java,81,77,9,4,0.4444444444444444
11937204_2.java,141593,3837,24,6,0.25
9470765_0.java,456,299,13,4,0.3076923076923077
25726284_0.java,2,2,18,4,0.2222222222222222
24833342_3.java,15,12,19,7,0.3684210526315789
24109131_0.java,119,111,10,5,0.5
6209025_0.java,1271,382,17,4,0.23529411764705882
22981761_0.java,9,8,52,5,0.09615384615384616
11156584_0.java,7594,3793,196,6,0.030612244897959183
14068817_2.java,66,58,29,5,0.1724137931034483
11291340_0.java,134701,3510,32,6,0.1875
21963371_0.java,1,1,44,4,0.09090909090909091
14084297_0.java,7,3,24,4,0.16666666666666666
13731419_0.java,17,17,9,5,0.5555555555555556
11362806_0.java,17,13,17,6,0.35294117647058826
4436190_0.java,7,6,12,5,0.4166666666666667
3083812_0.java,1,1,35,6,0.17142857142857143
23231519_0.java,6634,125,65,4,0.06153846153846154
7811769_0.java,2268,1060,45,4,0.08888888888888889
21618104_0.java,226,180,15,5,0.3333333333333333
12289512_1.java,5,4,20,5,0.25
977773_0.java,1023,478,14,5,0.35714285714285715
14811904_0.java,2,2,30,7,0.23333333333333334
10951834_0.java,29,23,15,4,0.26666666666666666
20645542_0.java,58,57,26,4,0.15384615384615385
8247074_0.java,35,31,23,4,0.17391304347826086
6972795_0.java,1,1,11,5,0.45454545454545453
9848971_1.java,2,2,53,4,0.07547169811320754
17050774_2.java,446,169,58,5,0.08620689655172414
16156942_0.java,7,6,36,4,0.1111111111111111
3546836_1.java,31,26,24,4,0.16666666666666666
5817648_0.java,3,3,19,5,0.2631578947368421
12744214_1.java,3,3,12,4,0.3333333333333333
23332186_0.java,152657,5213,147,4,0.027210884353741496
25751887_0.java,4,4,21,5,0.23809523809523808
23498999_0.java,75671,4487,24,4,0.16666666666666666
22060023_0.java,1,1,6,4,0.6666666666666666
16337261_1.java,67,60,47,5,0.10638297872340426
14936055_0.java,8,3,32,4,0.125
5866803_1.java,3,1,17,6,0.35294117647058826
13413915_0.java,83,80,63,5,0.07936507936507936
20458485_0.java,3,2,12,4,0.3333333333333333
7632756_0.java,1094,195,30,6,0.2
8108365_0.java,2,1,26,5,0.19230769230769232
21593171_0.java,1,1,56,6,0.10714285714285714
10330597_0.java,23,23,15,6,0.4
17297819_0.java,22031,5347,12,4,0.3333333333333333
17217745_0.java,5,5,17,5,0.29411764705882354
16647379_0.java,338,149,27,5,0.18518518518518517
5796480_0.java,5,5,12,5,0.4166666666666667
17333267_1.java,1,1,75,6,0.08
20057080_1.java,1,1,18,4,0.2222222222222222
9719354_0.java,9,7,18,6,0.3333333333333333
2167782_0.java,1,1,8,4,0.5
1642169_0.java,5,5,8,4,0.5
21437336_0.java,15,14,26,4,0.15384615384615385
16541885_0.java,6,6,8,4,0.5
8859919_0.java,33,27,24,6,0.25
20931470_1.java,28,26,96,4,0.041666666666666664
735311_0.java,4,4,33,4,0.12121212121212122
16481733_0.java,1,1,48,4,0.08333333333333333
14245807_0.java,63,35,12,4,0.3333333333333333
19188490_1.java,294,198,74,5,0.06756756756756757
23832527_0.java,6,5,11,4,0.36363636363636365
13613888_0.java,1,1,56,6,0.10714285714285714
22816292_0.java,10,6,10,4,0.4
25728149_1.java,109,85,21,5,0.23809523809523808
9770641_0.java,3436,1609,79,4,0.05063291139240506
16179492_0.java,3,3,12,7,0.5833333333333334
14750673_0.java,92,78,15,4,0.26666666666666666
19274453_0.java,6,4,10,4,0.4
12907249_1.java,817,399,58,5,0.08620689655172414
19076386_0.java,7,7,11,4,0.36363636363636365
16239541_0.java,4565,1080,55,4,0.07272727272727272
15338083_1.java,12,11,12,5,0.4166666666666667
4405208_0.java,71068,3340,94,5,0.05319148936170213
6968909_0.java,2,2,10,4,0.4
13212914_0.java,687,424,23,5,0.21739130434782608
21690797_0.java,2,2,21,6,0.2857142857142857
24968218_0.java,45,23,11,5,0.45454545454545453
14087505_0.java,21790,5300,7,4,0.5714285714285714
18249187_0.java,57823,5622,48,6,0.125
3910145_1.java,5,4,67,5,0.07462686567164178
20377915_0.java,2,2,55,6,0.10909090909090909
24593045_1.java,1095,981,79,4,0.05063291139240506
15461337_0.java,346,277,32,5,0.15625
1392324_0.java,11,11,50,5,0.1
23122607_0.java,1,1,80,5,0.0625
25014358_0.java,1,1,50,7,0.14
18841166_1.java,6,6,39,4,0.10256410256410256
24959242_0.java,29,15,39,5,0.1282051282051282
17605299_0.java,9,9,28,6,0.21428571428571427
19784939_0.java,228838,3861,72,6,0.08333333333333333
10752032_0.java,169,166,96,4,0.041666666666666664
21894561_0.java,43,42,5,4,0.8
24905374_0.java,9,6,32,4,0.125
17990965_0.java,9,8,25,6,0.24
18676403_0.java,54305,5099,98,4,0.04081632653061224
9128656_0.java,54,48,18,4,0.2222222222222222
8327620_3.java,3688,1974,207,4,0.01932367149758454
14620771_0.java,7,5,11,4,0.36363636363636365
23088290_1.java,145,121,22,5,0.22727272727272727
14606601_0.java,8667,758,98,4,0.04081632653061224
9486129_0.java,162,160,23,4,0.17391304347826086
9889597_1.java,234,219,62,4,0.06451612903225806
21196452_0.java,228,145,15,4,0.26666666666666666
10528086_0.java,20,18,60,4,0.06666666666666667
15962609_0.java,2269,980,14,5,0.35714285714285715
12431359_1.java,29,28,11,5,0.45454545454545453
8695766_2.java,351,335,26,4,0.15384615384615385
2561540_1.java,1,1,29,5,0.1724137931034483
20251366_0.java,116,111,9,5,0.5555555555555556
13146199_0.java,5,5,12,5,0.4166666666666667
17940416_0.java,424,406,13,5,0.38461538461538464
22206175_0.java,244,131,11,5,0.45454545454545453
20669575_0.java,2,2,14,5,0.35714285714285715
684137_1.java,512,314,29,4,0.13793103448275862
11528790_0.java,25,21,10,4,0.4
14778738_0.java,1020,843,12,5,0.4166666666666667
3881494_0.java,1,1,8,5,0.625
19311769_0.java,2,2,6,5,0.8333333333333334
6251121_0.java,8,8,32,5,0.15625
24506151_5.java,3,3,16,4,0.25
17647179_0.java,2,2,44,5,0.11363636363636363
19699735_0.java,1,1,14,6,0.42857142857142855
17645036_0.java,1249,992,143,4,0.027972027972027972
23256779_0.java,98722,5100,103,4,0.038834951456310676
4240246_0.java,15,14,17,4,0.23529411764705882
7285517_0.java,5,4,14,4,0.2857142857142857
9422371_0.java,60399,4124,98,6,0.061224489795918366
20460911_0.java,8132,663,32,4,0.125
2490044_0.java,119,112,42,5,0.11904761904761904
20492902_0.java,124,115,30,4,0.13333333333333333
19438735_0.java,1,1,21,4,0.19047619047619047
13277820_0.java,1,1,24,4,0.16666666666666666
16921604_0.java,566,485,33,5,0.15151515151515152
4781746_0.java,4220,227,14,4,0.2857142857142857
17528260_0.java,4,4,33,4,0.12121212121212122
13556080_1.java,1,1,52,5,0.09615384615384616
25377564_0.java,256,217,41,5,0.12195121951219512
25795916_1.java,1,1,12,5,0.4166666666666667
12167217_0.java,381,97,99,4,0.04040404040404041
2055428_0.java,12,12,29,6,0.20689655172413793
1057588_0.java,160,135,14,5,0.35714285714285715
14548919_0.java,1518,1421,83,4,0.04819277108433735
19129683_0.java,201,60,122,5,0.040983606557377046
24282535_2.java,397,164,54,5,0.09259259259259259
9226044_0.java,77,23,27,6,0.2222222222222222
2950574_0.java,6,6,6,4,0.6666666666666666
5530400_0.java,272,141,57,5,0.08771929824561403
6240956_1.java,1,1,20,7,0.35
19596526_0.java,16,12,34,6,0.17647058823529413
14693840_5.java,222,53,29,4,0.13793103448275862
14726386_0.java,109,61,81,6,0.07407407407407407
19217026_0.java,25,21,17,5,0.29411764705882354
20760346_2.java,62,57,27,4,0.14814814814814814
23468395_1.java,210,138,10,5,0.5
8910343_1.java,1,1,18,4,0.2222222222222222
13886648_0.java,83,78,55,4,0.07272727272727272
10543758_0.java,12661,551,14,4,0.2857142857142857
24873574_0.java,62,50,19,5,0.2631578947368421
21189657_0.java,1,1,10,4,0.4
20742138_0.java,1,1,10,4,0.4
9811936_0.java,2,2,31,4,0.12903225806451613
11714018_0.java,5,4,32,4,0.125
21496787_1.java,331,230,50,5,0.1
5296349_0.java,42,39,9,4,0.4444444444444444
16230343_0.java,7,7,5,4,0.8
19962622_0.java,1,1,70,5,0.07142857142857142
9855262_0.java,2824,1386,191,4,0.020942408376963352
20252051_3.java,14,10,27,5,0.18518518518518517
16432750_3.java,11,11,14,6,0.42857142857142855
17117677_0.java,226,151,26,5,0.19230769230769232
8231209_0.java,5,5,7,4,0.5714285714285714
15827858_0.java,145,92,38,4,0.10526315789473684
24079155_0.java,530,324,33,4,0.12121212121212122
7660724_0.java,1,1,31,5,0.16129032258064516
20451267_0.java,2,1,16,4,0.25
23522790_1.java,230,204,20,5,0.25
13531565_0.java,108,81,31,5,0.16129032258064516
12852780_0.java,8,8,14,4,0.2857142857142857
20720685_0.java,1,1,10,7,0.7
4039322_0.java,5,5,42,4,0.09523809523809523
10850507_0.java,1,1,16,4,0.25
24778936_0.java,1,1,29,5,0.1724137931034483
16221008_0.java,992,964,7,4,0.5714285714285714
23560228_1.java,22,16,119,6,0.05042016806722689
18446082_0.java,2,2,14,5,0.35714285714285715
8109098_0.java,1,1,16,5,0.3125
21592711_1.java,63,61,208,5,0.02403846153846154
7768229_0.java,1,1,55,7,0.12727272727272726
2098441_1.java,11,9,14,4,0.2857142857142857
12768008_1.java,18,16,9,4,0.4444444444444444
7984692_0.java,121,108,66,5,0.07575757575757576
24406616_0.java,400,99,24,4,0.16666666666666666
18292479_0.java,12,10,75,5,0.06666666666666667
17878026_0.java,53562,4895,134,4,0.029850746268656716
14400892_0.java,46,36,23,4,0.17391304347826086
8980307_1.java,12,10,42,4,0.09523809523809523
1516292_1.java,1,1,9,4,0.4444444444444444
15330843_1.java,837,559,26,5,0.19230769230769232
25786522_0.java,3046,663,24,4,0.16666666666666666
21989509_0.java,3,1,53,4,0.07547169811320754
21783447_0.java,2,2,18,5,0.2777777777777778
24469961_0.java,327,323,12,4,0.3333333333333333
9295014_1.java,1037,635,49,5,0.10204081632653061
7114562_2.java,119,106,10,5,0.5
5582051_0.java,7,6,12,5,0.4166666666666667
23698426_0.java,2,1,16,4,0.25
14009523_0.java,18,15,57,5,0.08771929824561403
9255767_1.java,1,1,10,4,0.4
18000818_0.java,1,1,14,5,0.35714285714285715
8312630_1.java,342409,4859,45,4,0.08888888888888889
1837084_0.java,5,2,22,4,0.18181818181818182
1651362_0.java,8129,662,20,4,0.2
2532893_0.java,2,2,20,5,0.25
9976120_0.java,105,103,6,4,0.6666666666666666
20385682_0.java,9,9,49,4,0.08163265306122448
25657474_0.java,6,5,7,4,0.5714285714285714
5843759_0.java,46,43,134,6,0.04477611940298507
12313592_1.java,22,13,9,5,0.5555555555555556
22995780_0.java,80,76,18,4,0.2222222222222222
20649339_0.java,16,15,22,4,0.18181818181818182
25093229_0.java,1293,660,82,6,0.07317073170731707
13041828_0.java,1,1,27,6,0.2222222222222222
17237255_1.java,3,3,17,4,0.23529411764705882
10976545_0.java,19,15,10,5,0.5
25403049_0.java,1,1,53,6,0.11320754716981132
15140730_0.java,7396,2785,14,6,0.42857142857142855
13776863_1.java,11,9,30,5,0.16666666666666666
7791353_0.java,1,1,15,4,0.26666666666666666
9840665_0.java,1062,447,38,4,0.10526315789473684
6045145_0.java,5159,2565,20,4,0.2
16835853_0.java,1,1,45,4,0.08888888888888889
15305122_0.java,2,2,7,4,0.5714285714285714
16629431_0.java,4,4,9,5,0.5555555555555556
19952672_1.java,3,3,19,4,0.21052631578947367
2945697_0.java,1,1,7,5,0.7142857142857143
5750774_0.java,1511,979,8,4,0.5
10653183_0.java,1,1,21,4,0.19047619047619047
8858608_2.java,19997,4941,34,4,0.11764705882352941
25608065_0.java,184,53,31,4,0.12903225806451613
15886189_0.java,461,425,18,5,0.2777777777777778
24389215_0.java,1,1,12,4,0.3333333333333333
11777121_0.java,419,404,9,5,0.5555555555555556
10153663_2.java,100,18,14,4,0.2857142857142857
19348696_0.java,5,5,18,4,0.2222222222222222
16870285_0.java,2,2,12,6,0.5
22507549_2.java,8,8,107,4,0.037383177570093455
25541267_0.java,12,8,24,4,0.16666666666666666
4408124_0.java,1,1,6,4,0.6666666666666666
25255494_0.java,217,142,93,5,0.053763440860215055
17209429_0.java,67,55,14,5,0.35714285714285715
22741216_0.java,2459,1199,52,4,0.07692307692307693
20189901_4.java,1660,1446,11,4,0.36363636363636365
23597042_0.java,4307,444,8,4,0.5
6551719_0.java,17,11,20,6,0.3
4393209_0.java,34,30,37,4,0.10810810810810811
22330181_0.java,576,180,24,4,0.16666666666666666
15319157_0.java,1334,1066,71,6,0.08450704225352113
4818461_0.java,14952,716,46,4,0.08695652173913043
19385822_0.java,218,213,6,4,0.6666666666666666
16066918_1.java,153,73,82,5,0.06097560975609756
25574403_0.java,1,1,21,5,0.23809523809523808
11279817_0.java,1125,980,30,4,0.13333333333333333
21302413_0.java,83,74,203,4,0.019704433497536946
25535950_0.java,1,1,13,5,0.38461538461538464
23030354_2.java,7,7,67,4,0.05970149253731343
9115480_0.java,635,500,41,4,0.0975609756097561
21221294_1.java,3803,1525,21,5,0.23809523809523808
22309642_0.java,14,9,40,5,0.125
18613284_0.java,5,5,25,4,0.16
1917462_0.java,21,21,29,4,0.13793103448275862
15956442_0.java,1,1,17,5,0.29411764705882354
12513579_0.java,28,22,14,5,0.35714285714285715
15959055_0.java,2809,572,13,4,0.3076923076923077
19463980_4.java,2709,555,45,4,0.08888888888888889
3679783_0.java,63,23,35,5,0.14285714285714285
13949534_0.java,8,4,49,4,0.08163265306122448
8373864_0.java,6776,365,69,4,0.057971014492753624
6794081_0.java,11,10,14,4,0.2857142857142857
3706887_0.java,13,9,19,5,0.2631578947368421
16157358_1.java,21157,5083,81,4,0.04938271604938271
25047996_0.java,21,21,26,4,0.15384615384615385
13136224_0.java,1672,133,47,4,0.0851063829787234
17563849_0.java,40,40,8,5,0.625
10911778_0.java,1,1,30,4,0.13333333333333333
21159813_1.java,2,2,48,6,0.125
24457531_1.java,2,2,25,4,0.16
20892587_1.java,900,632,14,5,0.35714285714285715
16695590_1.java,41,29,20,6,0.3
19132940_0.java,23,22,16,4,0.25
24407624_0.java,25249,3666,27,6,0.2222222222222222
11488388_0.java,1,1,37,5,0.13513513513513514
10612750_0.java,365,53,13,4,0.3076923076923077
5090931_0.java,2844,196,30,4,0.13333333333333333
3218775_0.java,232558,5175,52,6,0.11538461538461539
773258_0.java,2,1,15,6,0.4
2167761_0.java,1,1,12,5,0.4166666666666667
24318121_2.java,2,2,10,5,0.5
10227642_0.java,22,22,15,5,0.3333333333333333
20274326_1.java,989,842,9,5,0.5555555555555556
25512310_1.java,43,33,27,4,0.14814814814814814
8406235_0.java,4,4,31,4,0.12903225806451613
21159788_0.java,2,2,25,5,0.2
25445383_0.java,176,80,88,4,0.045454545454545456
10115275_0.java,7,5,11,4,0.36363636363636365
15918589_0.java,61910,3749,43,6,0.13953488372093023
