fragment, used, inprojects, sloc, usedsloc, percent
8652637_0.java,5527,2625,41,4,0.0975609756097561
5467306_0.java,5625,3102,57,4,0.07017543859649122
19566356_0.java,3705,1780,11,4,0.36363636363636365
3410864_2.java,1403,747,21,6,0.2857142857142857
18408354_0.java,6079,2887,17,4,0.23529411764705882
16484263_0.java,372,165,13,4,0.3076923076923077
14759042_0.java,5981,2808,55,5,0.09090909090909091
24330611_0.java,13757,4041,355,5,0.014084507042253521
21567109_0.java,1,1,60,8,0.13333333333333333
5556559_1.java,2285,1197,78,6,0.07692307692307693
22236201_0.java,5,3,31,5,0.16129032258064516
23939684_0.java,1986,1058,69,7,0.10144927536231885
12155733_0.java,6005,2812,39,4,0.10256410256410256
10914316_0.java,1,1,45,7,0.15555555555555556
23754961_1.java,5959,3376,16,4,0.25
7682895_0.java,5290,2460,18,4,0.2222222222222222
10974319_0.java,5431,2576,32,5,0.15625
21780935_0.java,3757,2014,93,5,0.053763440860215055
8613949_0.java,5431,2576,13,5,0.38461538461538464
19704395_1.java,398,222,30,5,0.16666666666666666
17103661_0.java,5893,2817,69,5,0.07246376811594203
18256464_0.java,9,9,8,5,0.625
4987068_0.java,4791,2185,29,4,0.13793103448275862
16983225_3.java,5867,3319,109,6,0.05504587155963303
1040821_0.java,13539,3292,51,4,0.0784313725490196
25173273_0.java,11887,2921,17,4,0.23529411764705882
14576798_0.java,118,69,12,8,0.6666666666666666
18639656_1.java,5959,3376,15,4,0.26666666666666666
11875528_0.java,2222,1163,67,6,0.08955223880597014
4931148_0.java,1709,864,32,9,0.28125
15494702_0.java,9895,2704,34,4,0.11764705882352941
6118902_0.java,9876,2714,73,4,0.0547945205479452
7777466_2.java,10,10,14,7,0.5
17388046_1.java,73,58,31,6,0.1935483870967742
12060132_3.java,1312,703,28,7,0.25
20304125_0.java,3180,1404,25,6,0.24
9751805_0.java,82,62,50,6,0.12
17752042_1.java,3221,1850,15,4,0.26666666666666666
22285051_0.java,5959,3376,10,4,0.4
13459971_0.java,5474,3029,52,7,0.1346153846153846
14439288_0.java,1,1,30,8,0.26666666666666666
2307407_0.java,2820,1314,43,5,0.11627906976744186
24444791_0.java,5959,3376,28,4,0.14285714285714285
23186911_1.java,5625,3102,14,4,0.2857142857142857
22880297_0.java,4555,2231,9,4,0.4444444444444444
18554517_2.java,5102,2818,100,6,0.06
12215285_0.java,5736,3227,11,4,0.36363636363636365
5930448_0.java,8226,3531,32,4,0.125
23205712_0.java,86,66,49,6,0.12244897959183673
22073180_0.java,7925,3848,50,4,0.08
31218_0.java,2,2,12,6,0.5
5081819_0.java,73,58,65,6,0.09230769230769231
17766695_0.java,5981,2808,32,5,0.15625
20772219_1.java,5813,3301,23,6,0.2608695652173913
8461804_1.java,1495,858,131,4,0.030534351145038167
25702917_0.java,5736,3227,39,7,0.1794871794871795
20128606_0.java,6615,3242,118,5,0.0423728813559322
14489183_0.java,73,58,34,6,0.17647058823529413
17236321_1.java,3452,1742,26,4,0.15384615384615385
19645653_1.java,12,11,11,4,0.36363636363636365
10134952_0.java,5867,3319,38,8,0.21052631578947367
11553472_1.java,11939,5196,87,4,0.04597701149425287
14306189_0.java,1,1,51,7,0.13725490196078433
11187462_0.java,6605,3522,87,6,0.06896551724137931
16787694_1.java,5959,3376,21,4,0.19047619047619047
14069976_0.java,10859,3973,123,4,0.032520325203252036
6577904_0.java,117,85,12,6,0.5
20333305_0.java,86,66,69,6,0.08695652173913043
19101928_0.java,2334,1235,58,4,0.06896551724137931
6176115_3.java,5981,2808,21,4,0.19047619047619047
7820338_0.java,170,104,72,5,0.06944444444444445
24022445_0.java,403,223,32,5,0.15625
22892637_1.java,5959,3376,17,4,0.23529411764705882
20689911_0.java,4912,2629,67,7,0.1044776119402985
14754606_0.java,6,6,41,4,0.0975609756097561
2328204_2.java,101,38,153,5,0.032679738562091505
18881306_0.java,2085,1090,26,7,0.2692307692307692
1132465_0.java,2313,1200,63,6,0.09523809523809523
7080234_4.java,7877,3453,114,5,0.043859649122807015
64847_1.java,436,227,9,5,0.5555555555555556
1153629_0.java,12,11,8,4,0.5
14541444_0.java,4752,2312,65,4,0.06153846153846154
22325169_1.java,86,66,70,6,0.08571428571428572
17165034_0.java,1018,517,59,4,0.06779661016949153
21635486_0.java,530,110,66,9,0.13636363636363635
15248123_0.java,775,396,86,8,0.09302325581395349
2914565_1.java,5959,3376,24,4,0.16666666666666666
21734600_0.java,11657,3723,72,4,0.05555555555555555
6088659_1.java,15540,2808,52,4,0.07692307692307693
3087149_5.java,1,1,68,12,0.17647058823529413
18333073_1.java,24752,2980,92,4,0.043478260869565216
1183092_0.java,1743,818,11,6,0.5454545454545454
16289123_0.java,6040,2868,11,4,0.36363636363636365
21998424_1.java,2888,1614,22,4,0.18181818181818182
7489393_1.java,4,4,10,4,0.4
20640776_0.java,82,62,23,6,0.2608695652173913
10833739_0.java,1,1,42,7,0.16666666666666666
3033976_1.java,6041,2869,28,4,0.14285714285714285
20981084_0.java,13774,1405,106,5,0.04716981132075472
7187332_0.java,5877,3329,12,4,0.3333333333333333
20162295_0.java,516,255,15,7,0.4666666666666667
24194376_0.java,5959,3376,19,4,0.21052631578947367
19759579_1.java,427,224,25,6,0.24
9501123_0.java,10,10,14,6,0.42857142857142855
19761770_1.java,5275,2886,26,5,0.19230769230769232
6683362_1.java,1480,682,33,5,0.15151515151515152
22476228_0.java,127,94,60,6,0.1
13785134_1.java,1,1,47,7,0.14893617021276595
20261829_0.java,1,1,15,5,0.3333333333333333
18940332_0.java,5742,3193,38,5,0.13157894736842105
24281974_0.java,5185,2444,19,4,0.21052631578947367
14460901_0.java,2,2,20,5,0.25
7924024_1.java,355,154,9,6,0.6666666666666666
14921479_2.java,1,1,37,7,0.1891891891891892
19646088_0.java,86,66,90,6,0.06666666666666667
11876086_12.java,46469,2725,254,4,0.015748031496062992
13439917_0.java,611,202,13,4,0.3076923076923077
21245542_0.java,4712,1267,62,4,0.06451612903225806
13707241_0.java,4713,2302,7,4,0.5714285714285714
667212_0.java,5959,3376,56,4,0.07142857142857142
10765915_1.java,86,66,157,6,0.03821656050955414
11859210_0.java,12303,5209,163,5,0.03067484662576687
7289026_2.java,5959,3376,19,4,0.21052631578947367
13739579_0.java,1985,1058,32,7,0.21875
14766540_1.java,5892,2816,38,4,0.10526315789473684
23146148_0.java,5981,2808,11,4,0.36363636363636365
12042408_0.java,3,1,13,7,0.5384615384615384
18545916_0.java,4938,2302,44,4,0.09090909090909091
9170316_0.java,11374,2658,103,4,0.038834951456310676
14571461_0.java,4713,2302,20,4,0.2
5097054_0.java,9341,4345,46,4,0.08695652173913043
5861918_0.java,7087,2727,16,4,0.25
9662859_0.java,3481,1950,36,6,0.16666666666666666
13924899_1.java,6,5,26,4,0.15384615384615385
21139670_0.java,60,47,21,7,0.3333333333333333
11863135_0.java,3397,2000,44,5,0.11363636363636363
16202368_0.java,2983,1544,24,4,0.16666666666666666
5214548_2.java,4371,1197,42,8,0.19047619047619047
3478862_1.java,4528,2056,23,5,0.21739130434782608
13708266_1.java,11,8,45,7,0.15555555555555556
1494904_0.java,5892,2816,10,5,0.5
15576714_0.java,7396,2347,370,5,0.013513513513513514
21202345_0.java,2238,1227,60,4,0.06666666666666667
22128350_0.java,2167,1154,51,8,0.1568627450980392
7094056_0.java,4397,1217,34,8,0.23529411764705882
17131292_0.java,5742,3193,38,13,0.34210526315789475
15846613_1.java,5616,2697,12,4,0.3333333333333333
7629529_0.java,86,66,72,6,0.08333333333333333
22201894_0.java,4668,1235,139,5,0.03597122302158273
11310582_0.java,1986,1058,33,6,0.18181818181818182
21190872_1.java,5959,3376,57,4,0.07017543859649122
13053594_0.java,5896,3332,94,6,0.06382978723404255
10431934_0.java,116,84,75,6,0.08
24264472_4.java,14,4,153,4,0.026143790849673203
8563446_0.java,12089,2869,47,4,0.0851063829787234
1649089_0.java,5981,2808,71,4,0.056338028169014086
13352783_0.java,1985,1058,79,6,0.0759493670886076
24714645_0.java,69,50,15,7,0.4666666666666667
7170118_0.java,3266,938,91,6,0.06593406593406594
20036928_0.java,392,201,16,10,0.625
10206595_0.java,1,1,44,7,0.1590909090909091
13451075_0.java,1475,790,14,6,0.42857142857142855
25732663_2.java,6023,3280,45,4,0.08888888888888889
22423215_1.java,82,62,56,6,0.10714285714285714
19138662_0.java,2349,1247,44,6,0.13636363636363635
7968181_1.java,5024,2789,20,4,0.2
14656078_0.java,1986,1058,84,6,0.07142857142857142
17534070_0.java,199,109,16,5,0.3125
20897947_0.java,1,1,57,7,0.12280701754385964
11357781_0.java,1,1,31,7,0.22580645161290322
2901472_0.java,4954,2704,61,7,0.11475409836065574
18978613_2.java,1,1,17,7,0.4117647058823529
18533896_0.java,4973,2700,56,8,0.14285714285714285
23222014_0.java,5959,3376,18,5,0.2777777777777778
23665323_0.java,5959,3376,64,4,0.0625
2834484_0.java,1107,644,35,5,0.14285714285714285
16644873_0.java,2300,1199,27,6,0.2222222222222222
11319346_0.java,5961,3378,199,4,0.020100502512562814
915688_0.java,5742,3193,30,7,0.23333333333333334
14663563_0.java,344,143,28,4,0.14285714285714285
8276884_0.java,2,2,33,9,0.2727272727272727
9446682_0.java,5959,3376,27,4,0.14814814814814814
15936216_0.java,4670,1676,53,4,0.07547169811320754
14941808_0.java,17817,5299,209,4,0.019138755980861243
25232881_0.java,2678,1335,55,5,0.09090909090909091
20096908_0.java,6040,2868,32,5,0.15625
15787780_2.java,5959,3376,32,5,0.15625
19800589_0.java,5959,3376,10,4,0.4
23637509_0.java,12562,3768,206,5,0.024271844660194174
5595261_0.java,3408,1064,42,7,0.16666666666666666
15261075_0.java,5981,2808,26,5,0.19230769230769232
19200733_0.java,5866,3291,100,4,0.04
7028977_0.java,58,41,43,8,0.18604651162790697
11569223_0.java,13069,3657,143,4,0.027972027972027972
18749338_3.java,2183,1141,93,8,0.08602150537634409
25625866_0.java,2199,1342,55,4,0.07272727272727272
20154153_1.java,5982,2809,116,4,0.034482758620689655
17674215_0.java,1985,1058,27,6,0.2222222222222222
6105437_0.java,73,58,119,6,0.05042016806722689
15137708_0.java,639,364,128,7,0.0546875
24628589_0.java,1,1,34,8,0.23529411764705882
11797685_1.java,1,1,93,4,0.043010752688172046
2686268_0.java,4528,2056,14,7,0.5
19726987_0.java,392,201,26,14,0.5384615384615384
18319315_0.java,8374,3292,22,4,0.18181818181818182
20109520_0.java,24,22,30,5,0.16666666666666666
2167687_2.java,2334,1235,8,5,0.625
15583461_0.java,1986,1058,94,7,0.07446808510638298
21024841_1.java,82,62,215,6,0.027906976744186046
11578674_0.java,26,23,147,7,0.047619047619047616
12708953_0.java,1,1,70,8,0.11428571428571428
10837751_0.java,82,62,64,6,0.09375
11634126_0.java,6080,2888,29,4,0.13793103448275862
24713554_0.java,5128,2498,22,5,0.22727272727272727
10097626_0.java,1053,665,32,4,0.125
6848538_0.java,4186,2080,78,5,0.0641025641025641
23815738_0.java,11090,3318,43,4,0.09302325581395349
7801020_1.java,5981,2808,33,4,0.12121212121212122
1547886_0.java,5981,2808,13,5,0.38461538461538464
17941105_0.java,5896,2817,21,4,0.19047619047619047
15991175_0.java,3473,1817,21,4,0.19047619047619047
21335365_0.java,13119,4792,73,4,0.0547945205479452
15748575_0.java,6885,2753,20,4,0.2
299315_0.java,4600,1267,66,6,0.09090909090909091
4068740_2.java,5928,3353,13,4,0.3076923076923077
9971709_0.java,82,62,58,6,0.10344827586206896
22312099_0.java,4713,2302,83,4,0.04819277108433735
10596800_0.java,6041,3398,76,4,0.05263157894736842
17583711_0.java,68,54,36,9,0.25
858443_0.java,9991,2808,60,4,0.06666666666666667
20063373_0.java,70,40,49,6,0.12244897959183673
2001205_0.java,1891,986,26,6,0.23076923076923078
20163638_0.java,1,1,42,7,0.16666666666666666
15223913_0.java,1,1,30,7,0.23333333333333334
15130385_0.java,747,381,16,8,0.5
23849305_0.java,8226,3531,48,4,0.08333333333333333
16803537_2.java,4809,2276,21,5,0.23809523809523808
8808327_0.java,1443,740,83,8,0.0963855421686747
13131402_1.java,3570,2062,85,4,0.047058823529411764
2413080_0.java,4939,2303,46,4,0.08695652173913043
23732081_0.java,5981,2808,8,4,0.5
11786924_0.java,5667,3173,136,4,0.029411764705882353
10660299_0.java,11250,3102,92,4,0.043478260869565216
9557692_1.java,1878,1064,125,6,0.048
22745532_0.java,1986,1058,77,6,0.07792207792207792
14280417_2.java,10724,4841,24,4,0.16666666666666666
18683307_2.java,5793,3262,17,4,0.23529411764705882
24638963_0.java,6038,2841,105,9,0.08571428571428572
21592385_0.java,5871,2791,38,4,0.10526315789473684
9713467_0.java,3774,1679,45,6,0.13333333333333333
16630934_0.java,86,66,152,6,0.039473684210526314
20690969_0.java,4973,2700,81,8,0.09876543209876543
21828551_0.java,3533,1139,26,7,0.2692307692307692
8048999_1.java,82,62,35,6,0.17142857142857143
20566054_1.java,5959,3376,46,5,0.10869565217391304
25678065_0.java,1500,804,15,8,0.5333333333333333
21533344_0.java,8,6,41,6,0.14634146341463414
17120523_0.java,3105,1548,69,5,0.07246376811594203
2284890_0.java,1510,817,10,6,0.6
5587806_0.java,2275,1044,153,4,0.026143790849673203
11867662_1.java,1,1,39,13,0.3333333333333333
11339094_0.java,4052,1110,75,6,0.08
370891_0.java,266,111,23,7,0.30434782608695654
16124742_0.java,86,66,66,6,0.09090909090909091
17845954_0.java,1027,515,155,8,0.05161290322580645
17602441_1.java,3337,1908,12,4,0.3333333333333333
6966963_0.java,2,2,62,12,0.1935483870967742
16417921_0.java,11996,2821,26,4,0.15384615384615385
11298331_0.java,4647,2245,24,5,0.20833333333333334
16025313_0.java,660,346,76,4,0.05263157894736842
16222613_2.java,5981,2808,12,4,0.3333333333333333
20577493_0.java,4555,2231,19,5,0.2631578947368421
3617594_1.java,5290,2460,20,6,0.3
1379695_0.java,1224,203,51,4,0.0784313725490196
13113547_1.java,10541,4755,70,4,0.05714285714285714
13031237_0.java,1,1,60,7,0.11666666666666667
12386309_0.java,10385,3924,85,5,0.058823529411764705
15074883_0.java,819,224,50,10,0.2
6500478_0.java,1,1,60,7,0.11666666666666667
16142564_0.java,5680,3177,55,6,0.10909090909090909
12671381_0.java,73,58,38,6,0.15789473684210525
4323173_0.java,214,118,39,8,0.20512820512820512
8139654_0.java,11962,2808,14,4,0.2857142857142857
4914063_0.java,73,58,84,6,0.07142857142857142
10728252_0.java,1743,818,14,7,0.5
16187920_0.java,9473,4130,190,5,0.02631578947368421
8420587_0.java,1986,1059,29,6,0.20689655172413793
14709782_0.java,1707,859,24,6,0.25
13417932_1.java,24,22,15,5,0.3333333333333333
13493330_1.java,5959,3376,97,4,0.041237113402061855
4397927_0.java,1285,754,69,10,0.14492753623188406
7177902_0.java,8,3,14,8,0.5714285714285714
15591239_0.java,2,2,22,4,0.18181818181818182
16002059_0.java,6,6,13,5,0.38461538461538464
22012839_0.java,3705,1780,18,5,0.2777777777777778
5882174_0.java,5959,3376,29,4,0.13793103448275862
12291246_2.java,5981,2808,68,5,0.07352941176470588
23261890_0.java,5963,3378,101,4,0.039603960396039604
23799602_4.java,158,71,55,5,0.09090909090909091
13621323_0.java,1,1,23,8,0.34782608695652173
9868188_0.java,2190,1118,83,8,0.0963855421686747
24706831_1.java,4010,1904,10,7,0.7
13583971_0.java,303,184,30,7,0.23333333333333334
5407898_3.java,3556,1786,13,5,0.38461538461538464
20445028_0.java,6563,1930,71,4,0.056338028169014086
6597223_0.java,57,40,38,8,0.21052631578947367
7054114_2.java,4768,2203,15,4,0.26666666666666666
13466006_0.java,5625,3102,10,4,0.4
17633195_0.java,1,1,51,7,0.13725490196078433
8748322_0.java,86,66,89,6,0.06741573033707865
8081546_0.java,5978,3368,52,4,0.07692307692307693
1372877_0.java,6040,2868,31,4,0.12903225806451613
23654122_0.java,5994,2840,14,4,0.2857142857142857
25263325_0.java,1,1,56,8,0.14285714285714285
4635234_0.java,22071,2846,54,4,0.07407407407407407
5842397_0.java,73,58,33,6,0.18181818181818182
8179466_1.java,5979,3369,111,4,0.036036036036036036
9483624_0.java,6080,2888,37,4,0.10810810810810811
16544581_0.java,5185,2444,17,4,0.23529411764705882
8092816_1.java,5433,2578,110,4,0.03636363636363636
22330684_0.java,82,62,68,6,0.08823529411764706
18675429_1.java,14981,2937,171,4,0.023391812865497075
12733058_0.java,2091,1153,69,9,0.13043478260869565
23041301_0.java,6040,2868,57,4,0.07017543859649122
702460_0.java,6483,2951,24,4,0.16666666666666666
23175285_5.java,69,55,11,7,0.6363636363636364
18265062_0.java,6067,2853,89,4,0.0449438202247191
7634347_0.java,5867,3319,48,4,0.08333333333333333
17277870_1.java,6043,2871,11,4,0.36363636363636365
23460223_0.java,31,24,7,4,0.5714285714285714
16272421_0.java,385,207,12,5,0.4166666666666667
21336616_2.java,10036,4393,63,5,0.07936507936507936
18275877_0.java,1,1,42,7,0.16666666666666666
9772966_0.java,5985,3387,131,4,0.030534351145038167
17120418_0.java,2984,1398,30,5,0.16666666666666666
15812780_0.java,2334,1235,13,8,0.6153846153846154
6702420_0.java,73,58,48,6,0.125
13644485_0.java,650,305,8,4,0.5
15731573_0.java,3473,1817,7,4,0.5714285714285714
19140342_0.java,5400,2595,14,4,0.2857142857142857
2006697_0.java,19,16,30,7,0.23333333333333334
3743883_0.java,482,271,114,7,0.06140350877192982
12209908_0.java,6080,2888,53,4,0.07547169811320754
22314620_0.java,12080,2868,243,4,0.01646090534979424
17904479_1.java,5982,2809,43,4,0.09302325581395349
7631893_0.java,2,2,36,5,0.1388888888888889
12040310_0.java,5089,1243,80,5,0.0625
5455903_0.java,4351,2167,29,5,0.1724137931034483
1497206_0.java,5981,2808,39,4,0.10256410256410256
2537117_1.java,3,2,35,12,0.34285714285714286
16856793_0.java,5950,2821,20,4,0.2
24689280_1.java,2717,1453,21,11,0.5238095238095238
15854418_1.java,3,3,57,4,0.07017543859649122
23713244_0.java,6126,2903,37,9,0.24324324324324326
24658965_0.java,395,203,19,6,0.3157894736842105
11166903_0.java,82,62,135,6,0.044444444444444446
16264315_2.java,5687,2658,8,4,0.5
22343755_1.java,16384,5137,104,4,0.038461538461538464
