sdnd,1.00,stackoverflow_formatted/22315734_0.java,11,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,54, stackoverflow_formatted/22315734_0.java,11,20,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,53,,A,SO answer says the code is copied and modified from Hadoop WritableComparator: http://www.grepcode.com/file/repository.cloudera.com/content/repositories/releases/org.apache.hadoop/hadoop-core/0.20.2-cdh3u6/org/apache/hadoop/io/WritableComparator.java#WritableComparator,,
sdnd,0.88,stackoverflow_formatted/5419632_0.java,96,104,freecol-0/freecol/src/net/sf/freecol/client/gui/menu/FreeColMenuTest.java,66,74, stackoverflow_formatted/5419632_0.java,98,105,freecol-0/freecol/src/net/sf/freecol/client/gui/menu/FreeColMenuTest.java,68,75,,B,The fragments are very similar. SO answer says that it is copied from http://download.oracle.com/javase/tutorial/uiswing/examples/components/SplitPaneDemo2Project/src/components/SplitPaneDemo2.java,3/21/11,1/7/13
sdnf,1.00,stackoverflow_formatted/3911987_0.java,38,53,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,64, stackoverflow_formatted/3911987_0.java,38,50,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,61,,C,Both fragments are copied from http://www.rgagnon.com/javadetails/java-0426.html,,
sdnf,1.00,stackoverflow_formatted/13219118_0.java,12,27,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,64, stackoverflow_formatted/13219118_0.java,12,24,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,61,,C,Both fragments are copied from http://www.rgagnon.com/javadetails/java-0426.html,,
sdnd,1.00,stackoverflow_formatted/11187462_0.java,45,61,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52, stackoverflow_formatted/11187462_0.java,45,60,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51,,D,Both classes extend OutputStream and hence share method similar methods. SO answer is copied from https://svn.apache.org/viewvc/logging/log4j/trunk/contribs/JimMoore/LoggingOutputStream.java?view=co,,
sdnd,1.00,stackoverflow_formatted/16928749_0.java,50,66,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,51,67, stackoverflow_formatted/16928749_0.java,51,63,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,52,64,,E,SO's ArrayTextOutputFormat code extends from Qualitas TextOutputFormat class and having similar implementation of write() method.,,
sdnd,1.00,stackoverflow_formatted/16928749_0.java,50,66,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/TextOutputFormat.java,47,63, stackoverflow_formatted/16928749_0.java,51,63,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/TextOutputFormat.java,48,60,,E,SO's ArrayTextOutputFormat code extends from Qualitas TextOutputFormat class and having similar implementation of write() method.,,
sdnd,1.00,stackoverflow_formatted/12427981_1.java,17,33,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52, stackoverflow_formatted/12427981_1.java,17,32,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51,,E,Both classes extend OutputStream and hence share method similar methods. SO answer is copied from https://svn.apache.org/viewvc/logging/log4j/trunk/contribs/JimMoore/LoggingOutputStream.java?view=co,,
sfnf,0.83,stackoverflow_formatted/247495_0.java,35,39,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,26, stackoverflow_formatted/247495_0.java,35,40,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,27,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/3111472_0.java,5,9,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,26, stackoverflow_formatted/3111472_0.java,5,10,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,27,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/5882174_0.java,5,9,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,26, stackoverflow_formatted/5882174_0.java,5,10,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,27,,F,accidental similarity by normalisation,,
sfnf,0.71,stackoverflow_formatted/14636363_1.java,57,63,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,17,23, stackoverflow_formatted/20772219_1.java,8,12,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,18,22,,F,accidental similarity by normalisation,,
sfnf,0.71,stackoverflow_formatted/20772219_1.java,7,13,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,17,23, stackoverflow_formatted/14636363_1.java,58,62,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,18,22,,F,accidental similarity by normalisation,,
sfnf,0.71,stackoverflow_formatted/15292953_0.java,17,21,antlr4-4.0/tool/src/org/antlr/v4/semantics/SymbolCollector.java,39,43, stackoverflow_formatted/15292953_0.java,16,22,antlr4-4.0/tool/src/org/antlr/v4/semantics/SymbolCollector.java,38,44,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/13192391_0.java,6,11,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,80, stackoverflow_formatted/2856812_0.java,9,13,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,79,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/13435726_0.java,6,11,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,80, stackoverflow_formatted/20194112_0.java,4,8,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,79,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/20194112_0.java,4,9,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,80, stackoverflow_formatted/25457535_0.java,15,19,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,79,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/25457535_0.java,15,20,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,80, stackoverflow_formatted/13435726_0.java,6,10,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,79,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/2856812_0.java,9,14,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,80, stackoverflow_formatted/13192391_0.java,6,10,antlr4-4.0/tool/src/org/antlr/v4/Tool.java,75,79,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/13192391_0.java,6,11,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,16, stackoverflow_formatted/2856812_0.java,9,13,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,15,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/13435726_0.java,6,11,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,16, stackoverflow_formatted/20194112_0.java,4,8,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,15,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/20194112_0.java,4,9,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,16, stackoverflow_formatted/25457535_0.java,15,19,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,15,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/25457535_0.java,15,20,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,16, stackoverflow_formatted/13192391_0.java,6,10,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,15,,F,accidental similarity by normalisation,,
sfnf,0.83,stackoverflow_formatted/2856812_0.java,9,14,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,16, stackoverflow_formatted/13435726_0.java,6,10,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/PoseDistortion.java,11,15,,F,accidental similarity by normalisation,,
sfnf,0.71,stackoverflow_formatted/14636363_1.java,57,63,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/ScaleDistortion.java,8,14, stackoverflow_formatted/14636363_1.java,58,62,aoisrc281/AoIsrc281/ArtOfIllusion/src/artofillusion/animation/distortion/ScaleDistortion.java,9,13,,F,accidental similarity by normalisation,,
